code,title,office,program,economic_class_primary,item_url
34.30.04.01,מדען - סקרים ומענקים,משרד האנרגיה והמים,יחידות מקצועיות,העברות,https://next.obudget.org/i/0e3114903319
34.30.04.02,מדען - הרשאה - סקרים ומענקים,משרד האנרגיה והמים,יחידות מקצועיות,העברות,https://next.obudget.org/i/d0dbec3b0d12
34.30.06.01,ייעוץ ומחקרים,משרד האנרגיה והמים,ייעוץ מקצועי ומחקרים,קניות,https://next.obudget.org/i/e03c2623faf4
34.30.06.02,ייעוץ ומחקרים - הרשאה,משרד האנרגיה והמים,ייעוץ מקצועי ומחקרים,קניות,https://next.obudget.org/i/10cc7a3526cf
38.02.02.11,עידוד השקעות בתחליפי נפט לתחבורה,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/0d849be98179
38.02.02.13,חממה לאנרגיות מתחדשות באח 3954,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/9807b693561c
38.02.02.17,תחליפי נפט לתחבורה - קרן לאומית,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/4836d86ad34d
38.10.02.09,מכון לאנרגיה מתחדשת,תמיכות בענפי המשק,תכנית הדרום,העברות,https://next.obudget.org/i/96d9f0dc2ccc
38.12.01.07,סקרי אנרגיה,תמיכות בענפי המשק,חונכות,קניות,https://next.obudget.org/i/4dfc1210d536
38.19.03.01,מסלול להפחתת פליטות גזי חממה,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,https://next.obudget.org/i/e5097a5085d9
38.19.03.02,מסלול חיבור מפעלים לגז טבעי,תמיכות בענפי המשק,מסלול להפחתת פליטות,העברות,https://next.obudget.org/i/3b54b483be48
38.30.02.04,מרכז לאנרגיה מתחדשת,כלכלה ותעשייה,מענקי מחקר ופיתוח,העברות,https://next.obudget.org/i/b2351eb3d641
38.30.02.08,עידוד השקעות הון סיכון בתחליפי נפט לתחבורה,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,https://next.obudget.org/i/2745206bb320
38.30.02.09,תחליפי נפט לתחבורה- קרן לאומית,תמיכות בענפי המשק,מענקי מחק ופיתוח,העברות,https://next.obudget.org/i/6d546bb90bb3
38.30.02.10,תחליפי נפט לתחבורה- קרן בין לאומית,תמיכות בענפי המשק,"מענקי מו""פ לשלבים",העברות,https://next.obudget.org/i/b7d05a9dac47
38.40.01.22,מסלול להתייעלות אנרגטית,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,https://next.obudget.org/i/a8b721dfa074
38.40.01.23,מסלול לעידוד חיבור מפעלים לגז טבעי,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,https://next.obudget.org/i/d705cc37e1de
38.40.01.30,מס פחמן מענקים,כלכלה ותעשייה,קידום השקעות ועידוד,העברות,https://next.obudget.org/i/1e76e8773fe9
38.40.02.30,מסלול להפחתת פליטות גזי חממה,תמיכות בענפי המשק,מסלולי תמיכה מינהליים,העברות,https://next.obudget.org/i/8e0496e30db8
38.40.02.31,מסלול חיבור מפעלים לגז טבעי,תמיכות בענפי המשק,מסלולי תמיכה מינהליים,העברות,https://next.obudget.org/i/773abc638f23
39.11.01.37,עיבוי אנרגטי,משרד התקשורת,פעילות משרד התקשורת,קניות,https://next.obudget.org/i/1bb5c0cec974
51.07.01.27,התייעלות אנרגטית במשרדי ממשלה,דיור ממשלתי,בינוי קריות ומשרדי,השקעה,https://next.obudget.org/i/4a16481db599
52.40.01.13,אלה ומעשיהו - קוגנרציה (התייעלות אנרגטית),המשטרה ובתי הסוהר,פיתוח,השקעה,https://next.obudget.org/i/675eef40be2c
70.03.01.10,התייעלות אנרגטית בשכונות שיקום,שיכון,מגזר כללי,השקעה,https://next.obudget.org/i/4d3e9265c2b3
