code,title,economic_class,reason
26.03.41.35,הכנסה ממינהל מקרקעי ישראל,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.01.06,השתתפות משרד התיירות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.07,רזרבה לשידרוג אתר תאנים,קניות,Reserve; excluded from budget total
26.05.01.11,הכנסות לטיפול בפסולת בניין,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.01.12,השתתפות משרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.20,השתתפות משרד השיכון,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.27,השתתפות משרד הפנים,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.30,השתתפות במשרד הפנים,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.60,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.01.61,הכנסה ממינהל מקרקעי ישראל,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.01.95,רזרבה להתייקרויות כללית,רזרבות,Reserve; excluded from budget total
26.05.03.04,השתתפות משרד הפנים,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.02,קרן הנקיון הכנסות,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.04.13,הכנסות בגין קנסות חוק הפיקדון,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.04.30,הכנסות מהיטל ההטמנה לקרן הניקיון,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.04.31,שיא כוח אדם - היטל ההטמנה במסגרת קרן הניקיון,שכר,Personnel cap; excluded from budget total
26.05.04.39,"השתתפות בות""ת",העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.40,השתתפות במשרד החינוך,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.63,השתתפות במשרד החינוך,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.64,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.66,השתתפות במשרד הביטחון - מיחזור,העברות  פנים תקציביות,Internal transfer for recycling; recycling not green energy
26.05.04.74,השתתפות בממשל זמין,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.05.04.82,הכנסות מגורמי חוץ-אסבסט גליל מערבי,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.04.90,"הכנסות היטל הטמנה מתחומי איו""ש",הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.05.01,הכנסות חשבון כללי,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.05.08,הכנסה ממנהל מקרקעי ישראל,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.05.05.10,שיא כוח אדם-חשבון כללי קרן הניקיון,שכר,Personnel cap; excluded from budget total
26.05.06.01,הכנסות חשבון הפקדון,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.07.01.06,"תשתיות משרפת חומ""ס - הכנסות",הכנסות מיועדות,Earmarked revenue for hazmat incinerator; excluded from total
26.07.01.08,השתתפות במשרד החקלאות טיפול בתשטיפי - רפתות,העברות  פנים תקציביות,Internal transfer; not direct green energy
26.07.01.95,רזרבה להתייקרויות כללית,רזרבות,Reserve; excluded from budget total
26.09.01.01,"הכנסות מאירגון האו""מ לאיכות הסביבה - תוכנית פעולה בים התיכון",הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.09.02.02,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.09.02.03,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.09.02.95,רזרבה להתייקרויות כללית,רזרבות,Reserve; excluded from budget total
26.09.03.02,"הכנסות מאונ""פ (unep)",הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.09.03.05,השתתפות משרד הביטחון - סקר התנתקות,העברות  פנים תקציביות,Internal transfer; not green energy related
26.09.03.95,רזרבה להתייקרויות כללית,רזרבות,Reserve; excluded from budget total
26.10.01.95,רזרבה להתייקרויות כללית,רזרבות,Reserve; excluded from budget total
26.10.02.04,הכנסות מאונסקו,הכנסות מיועדות,Earmarked revenue; excluded from budget total
26.10.02.06,השתתפות במשרד החקלאות,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.10.02.08,השתתפות משרד הפנים נקיון סובב כנרת,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.10.02.10,השתתפות בסעיף 54 - רשות הטבע והגנים,העברות  פנים תקציביות,Internal transfer; excluded from budget total
26.10.02.95,רזרבה להתייקרויות כללית,רזרבות,Economic class 'reserves'
26.10.04.04,השתתפות בתקציב הוצאות אזרחיות,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers'
26.12.01.02,השתתפות במשרדי ממשלה,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers'
26.12.01.27,הכנסות מגורמי חוץ לפעולות מקצועיות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.12.01.29,הכנסות מצוק חופי מרשות מקרקעי ישראל,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.12.01.33,הכנסות מהאפוטרופוס הכללי,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.12.01.36,השתתפות במשרדי ממשלה,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers'
26.12.01.43,"הכנסות מקק""ל",הכנסות מיועדות,Economic class 'earmarked revenue'
26.12.01.99,רזרבה לתקציב התאמות  2019,קניות,General reserve for budget adjustments
26.13.01.01,שיא כח אדם,שכר,Economic class 'personnel cap'
26.13.01.05,הכנסות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.01.09,הכנסות מאזור יהודה ושומרון,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.01.15,הכנסות מגורמי חוץ לקרן הנקיון (היטל ההטמנה),הכנסות מיועדות,Economic class 'earmarked revenue'
26.13.02.01,שיא כח אדם,שכר,Economic class 'personnel cap'
26.13.02.06,הכנסות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.02.09,הכנסות מהיטל שקיות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.03.01,הכנסות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.04.01,שיא כח אדם,שכר,Economic class 'personnel cap'
26.13.04.07,הכנסות,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.13.04.10,השתתפות במנהל הדיור הממשלתי,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers'
26.13.04.13,הכנסות צער בעלי חיים,הכנסות  מיועדות,Economic class 'earmarked revenue'
26.14.01.01,"הכנסות קק""ל",הכנסות מיועדות,Economic class 'earmarked revenue'
26.14.01.04,"השתתפות במשרדי ממשלה מתקציב קק""ל",העברות  פנים תקציביות,Economic class 'intra-budgetary transfers'
26.26.01.01,רזרבה ליעדים פיסקליים,קניות,Economic class 'reserves'
26.26.01.02,רזרבה להתיקרויות שכר,שכר,Economic class 'reserves'
26.26.01.03,רזרבה להתייקרויות העברו,העברות,Economic class 'reserves'
26.98.01.01,רזרבה להתייקרויות בשכר,שכר,General reserve for wage increases
26.98.01.02,רזרבה להתייקרויות קניות,קניות,General reserve for purchase price increases
26.98.01.03,רזרבה להתייקרויות - תשלומי העברה,העברות,General reserve for transfer payments increases
26.98.01.04,רזרבה להתייקרויות - תמיכות במפעלים,העברות,General reserve for factory support increases
26.98.01.05,רזרבה להתייקרויות - שינוע פסולת והטמנתה,העברות,General reserve for waste transport/disposal increases
26.98.01.06,"רזרבה להתיקרויות - הוצאות מט""ח",שכר,General reserve for foreign currency expenses
26.98.01.07,רזרבה לעמידה ביעדי הגירעון,קניות,General reserve for deficit targets
26.98.01.08,רזרבה לעמידה במגבלת ההוצאה,קניות,General reserve for spending limit compliance
26.98.01.95,רזרבה להתייקרויות כללית,רזרבות,Economic class 'reserves'
26.98.02.01,רזרבה לפעולות,קניות,General reserve for activities
26.98.02.02,רזרבה לטיפול במפגעים ולמדיניות סביבתית,קניות,General reserve for environmental policy and hazards
26.98.02.04,רזרבת חודשי עבודה,שכר,General reserve for working months
26.98.02.05,רזרבה לפעולות סביבתיות,קניות,General reserve for environmental activities
26.98.02.06,עתודה להפחתה,קניות,General reserve for reduction
26.98.02.07,רזרבה להשקעות במתקן מרכזי לאיסוף פסולת חקלאית - החלטת ממשלה 1464 מיום 5.2.2004,קניות,General reserve for agricultural waste facility
26.98.02.08,רזרבה להוצאות ביטחון 2006,רזרבות,Economic class 'reserves'
26.98.02.95,רזרבה להתייקרויות כללית,רזרבות,Economic class 'reserves'
26.99.99.99,חשבון מעבר,חשבונות מעבר,Economic class 'transfer and clearing accounts'
34.01.01.01,שיא כח אדם,שכר,Economic class 'personnel cap' for energy ministry
34.01.01.06,הכנסות ממנהל מקרקעי ישראל,הכנסות מיועדות,Economic class 'earmarked revenue' for energy ministry
34.01.01.11,ךךךך,הכנסות מיועדות,Economic class 'earmarked revenue' for energy ministry
34.01.01.17,רזרבה לשעות נוספות,שכר,General reserve for overtime for energy ministry
34.01.01.18,רזרבה לשכר עידוד,שכר,General reserve for incentive pay for energy ministry
34.01.01.95,רזרבה להתייקרויות כללית,רזרבות,Economic class 'reserves' for energy ministry
34.01.01.99,שיא כח אדם - רזרבה,שכר,Economic class 'personnel cap' and reserve for energy ministry
34.01.02.10,אחזקת רכב ממשלתי,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers' for energy ministry
34.01.02.11,"רזרבה לנסיעות לחו""ל",קניות,General reserve for travel for energy ministry
34.01.02.12,השתתפות רשות הגז הטבעי,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers' for energy ministry
34.01.02.15,"שכר דירה בת""א",העברות  פנים תקציביות,Economic class 'intra-budgetary transfers' for energy ministry
34.01.02.16,שכר דירה שער העיר - ירושלים,העברות  פנים תקציביות,Economic class 'intra-budgetary transfers' for energy ministry
34.01.02.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.01.02.96,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.02.01.09,רזרבה,שכר,General reserve.
34.02.01.14,"רזרבה לעב""צ",שכר,General reserve for temporary staff.
34.02.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.04.01.09,רזרבה למחשוב,קניות,General reserve for IT.
34.04.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.04.01.96,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.05.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.06.03.01,שיא כח אדם,שכר,"Personnel cap, not real spending."
34.06.03.17,"שיא כ""א ע""ח משרד הקליטה",שכר,"Personnel cap, not real spending."
34.06.03.22,רזרבה למחקרים,קניות,"Reserve for research, potential green energy connection."
34.06.03.26,הכנסות מקרנות מחקר,הכנסות מיועדות,Earmarked revenue for energy research.
34.06.03.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.06.03.96,רזרבה להתייקרויות כללית,רזרבות,General reserve for price increases.
34.11.01.10,רזרבה לסקרים ומענקים,העברות,Reserve for alternative energy surveys and grants.
34.11.01.16,הכנסות ממכירת מחקרים,הכנסות מיועדות,Earmarked revenue from alternative energy research sales.
34.11.01.23,הכנסות למחקרים,הכנסות מיועדות,Earmarked revenue for alternative energy research.
34.11.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for alternative energy development program.
34.12.01.95,רזרבה להתייקרויות כללית,רזרבות,General reserve for energy saving program.
34.12.03.03,רזרבה לפעילות שימור אנרגיה,קניות,Reserve for energy conservation activities.
34.18.01.01,רזרבה להתיקרויות שכר,שכר,Reserve for salary price increases.
34.18.01.03,רזרבה להתיקרות בפעולות,העברות,Reserve for activity price increases.
34.18.01.05,"רזרבה להתיקרויות הוצאות  בחו""ל",שכר,Reserve for overseas expenses price increases.
34.18.01.07,רזרבה לעמידה ביעד ההוצאה,קניות,Reserve for meeting spending targets.
34.30.01.01,שיא כח אדם,שכר,"Personnel cap counts posts, not shekels."
34.30.01.02,עבודה בלתי צמיתה,שכר,"General personnel expenses, not direct green energy."
34.30.01.03,שעות נוספות,שכר,"General personnel expenses, not direct green energy."
34.30.01.04,כוננות,שכר,"General personnel expenses, not direct green energy."
34.30.01.05,הוצאות פרישה,שכר,"General personnel expenses, not direct green energy."
34.30.01.06,העסקת סטודנטים,שכר,"General personnel expenses, not direct green energy."
34.30.01.07,החזר הוצאות רכב,שכר,"General personnel expenses, not direct green energy."
34.30.01.08,שכר עידוד,שכר,"General personnel expenses, not direct green energy."
34.30.01.09,עבודה בלתי צמיתה - צוערים,שכר,"General personnel expenses, not direct green energy."
34.30.02.08,הכנסות מגורמי חוץ,העברות  פנים תקציביות,"Transfer account, but purpose unknown."
34.30.02.14,עתודת הוצאות תפעול,קניות,Reserve for general operating expenses.
34.30.02.15,הכנסות מתביעות אזרחיות יזומות,הכנסות מיועדות,Earmarked revenue for general ministry operations.
34.30.02.16,השתתפויות ממשרדים,העברות  פנים תקציביות,"Transfer account, but purpose unknown."
34.30.02.18,הכנסות מגורמי חוץ,הכנסות מיועדות,Earmarked revenue for general ministry operations.
34.30.02.21,הכנסה מגורמי חוץ,הכנסות  מיועדות,Earmarked revenue for general ministry operations.
34.30.03.22,רזרבה לתקציב התאמות  2019,קניות,Reserve for budget adjustments.
34.30.03.53,הכנסה מהקרן לאזרחי ישראל,הכנסות  מיועדות,"Earmarked revenue, not direct spending."
34.32.01.01,רזרבה להתיקרויות העברות,העברות,Reserve for transfer price increases.
34.32.01.02,רזרבה להתיקרויות שכר,שכר,Reserve for salary price increases.
34.32.01.03,רזרבה ליעדים פיסקליים,קניות,Reserve for fiscal targets.
34.32.01.04,רזרבה לתקציב התאמות,קניות,Reserve for budget adjustments.
34.99.99.99,חשבון מעבר,חשבונות מעבר,"Transfer account, not direct spending."
38.02.02.23,השתתפות במשרד התשתיות עבור אנרגיה מתחדשת - ה.מ. 3954,העברות  פנים תקציביות,Renewable energy participation but internal budgetary transfer.
38.09.01.95,רזרבה להתייקרויות כללית,רזרבות,Reserve for general price increases.
38.10.01.12,"השתתפות משרד המשנה לרוה""מ",העברות  פנים תקציביות,Internal budgetary transfer.
38.10.02.07,השתתפות משרד המשנה לראש הממשלה,העברות  פנים תקציביות,Internal budgetary transfer.
38.10.02.50,רזרבה לנספחויות חדשות,קניות,Reserve for new commercial attachés.
38.12.01.02,הכנסות מתמלוגים,הכנסות מיועדות,Earmarked revenue from royalties.
38.12.01.06,השתתפות משרד החקלאות במ ימון חונכות לחקלאים,העברות  פנים תקציביות,Internal budgetary transfer.
38.12.01.40,השתתפות המשרד לאיכות הסביבה,העברות  פנים תקציביות,Internal budgetary transfer.
38.12.01.41,הכנסה מקרן השיווק,הכנסות מיועדות,Earmarked revenue from marketing fund.
38.12.01.43,הכנסות מקרן השיווק,הכנסות מיועדות,Earmarked revenue from marketing fund.
38.12.01.95,רזרבה להתייקרויות כללית,רזרבות,Reserve for general price increases.
38.12.02.08,"הפחתה מתמיכה במס""קים",העברות  פנים תקציביות,Internal budgetary transfer.
38.12.02.28,השתתפות משרד ראש הממשלה,העברות  פנים תקציביות,Internal budgetary transfer.
38.12.02.50,הכנסות מקרן השיווק,הכנסות מיועדות,Earmarked revenue from marketing fund.
38.12.02.71,השתתפות בתקציב תנופה,העברות  פנים תקציביות,Internal budgetary transfer.
38.12.02.72,"השתתפות בתקציב רוה""מ",העברות  פנים תקציביות,Internal budgetary transfer.
38.12.02.90,"רזרבה להתייקרויות כללי- מט""ח",רזרבות,"Reserve for general price increases, foreign currency."
38.12.02.95,רזרבה להתייקרויות כללית,רזרבות,Reserve for general price increases.
38.12.03.02,הכנסות מאגרות,הכנסות מיועדות,Earmarked revenue from fees.
38.12.03.03,הכנסות מקרן הסיוע לעסקים קטנים,הכנסות מיועדות,Earmarked revenue from small business fund.
38.12.03.05,הכנסות מפרמית סיכון - עסקים קטנים,הכנסות מיועדות,"Earmarked revenue, not direct spending on subject"
38.12.03.95,רזרבה להתייקרויות כללית,רזרבות,"General reserve, not direct spending on subject"
38.13.01.01,תגבור תוכניות שיווק,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.01.03,ביטוח סיכוני סחר חוץ - רוסיה,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.01.05,"תמיכה במס""קים",העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.01.07,תמיכה בחונכות,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.01.11,"רזרבה להכשרה ולהסבת כ""א",העברות,"Reserve for manpower training, not direct spending"
38.13.01.20,עתודה לטיפול ממוקד ולמינהלות באיזורי תעשיה בינעירוניים,העברות,"Reserve for focused treatment, not direct spending"
38.13.01.50,"תגבור תוכניות מו""פ",העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.01.95,רזרבה להתייקרויות כללית,רזרבות,"General reserve, not direct spending on subject"
38.13.02.01,"עתודה להכשרה והסבת כ""א",העברות,"Reserve for manpower training, not direct spending"
38.13.02.02,"רזרבה להכשרה והסבת כ""א",העברות,"Reserve for manpower training, not direct spending"
38.13.02.05,השתתפות משרד החינוך,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.02.08,השתתפות במשרד החינוך,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.02.10,השתתפות משרד העבודה והרווחה,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.02.11,השתתפות מפעלים,הכנסות מיועדות,"Earmarked revenue, not direct spending on subject"
38.13.02.13,"עתודה לתמיכה בהכשרת כ""א בקו עימות",העברות,"Reserve for manpower training, not direct spending"
38.13.03.01,עתודה לטיפול ממוקד,העברות,"Reserve for focused treatment, not direct spending"
38.13.03.24,אכסניית נוער בבית שאן,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.26,עתודה - אכסניית נוער בבית שאן,קניות,"Reserve, not direct spending on subject"
38.13.03.43,השתתפות בשער הירדן,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.44,רזרבה להשתתפות בפרויקט שער הירדן,קניות,"Reserve, not direct spending on subject"
38.13.03.45,"עתודה לפרוייקט ""כחול לבן""",קניות,"Reserve, not direct spending on subject"
38.13.03.46,השתתפות מתקציב משרד השיכון הפיתוח טיילת בקרית מלאכי,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.49,השתתפות במשרד התשתיות עלי נגב,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.50,השתתפות משרד התחבורה במנחת מצפה רמון,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.51,עתודה לעידוד 99,העברות,"Reserve, not direct spending on subject"
38.13.03.52,"עתודה לתכנית ""אופק""",העברות,"Reserve, not direct spending on subject"
38.13.03.53,עתודה לפיתוח אזורי מלאכה ושירותים בישובי המגזר הערבי,העברות,"Reserve, not direct spending on subject"
38.13.03.74,השתתפות במשרד המדע - פרוייקט מיגל,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.13.03.90,עתודה לטיפול ממוקד,קניות,"Reserve, not direct spending on subject"
38.13.03.91,הכנסות מקרן השיווק,הכנסות מיועדות,"Earmarked revenue, not direct spending on subject"
38.13.03.92,השתתפות המשרד לפיתוח הנגב והגליל,העברות  פנים תקציביות,"Internal budgetary transfers, not direct spending on subject"
38.15.01.02,"ביקורת, בדיקה וגביה",העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.15.01.95,רזרבה להתייקרויות כללית,רזרבות,Economic class is reserve (רזרבות).
38.17.01.02,הכנסות מקרן השיווק,הכנסות מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.19.01.90,"רזרבה להתייקרויות כללי- מט""ח",רזרבות,Economic class is reserve (רזרבות).
38.19.02.06,"השתתפות משרד רוה""מ במסלול תעסוקה למפונים",העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.20.01.01,"רזרבה להתייקרויות במט""ח",שכר,Economic class is reserve (רזרבות).
38.20.01.02,רזרבה להתייקרויות מקומי,קניות,Economic class is reserve (רזרבות).
38.20.01.03,רזרבה להתייקרויות - תמיכות כלכליות,העברות,Economic class is reserve (רזרבות).
38.20.01.04,רזרבה להתייקרויות שכר,שכר,Economic class is reserve (רזרבות).
38.20.01.05,רזרבה לעמידה ביעדי הגירעון,קניות,Economic class is reserve (רזרבות).
38.20.01.06,רזרבה לעמידה ביעד ההוצאה,קניות,Economic class is reserve (רזרבות).
38.20.01.95,רזרבה להתייקרויות כללית,רזרבות,Economic class is reserve (רזרבות).
38.20.02.01,רזרבה לתמיבה בתעשייה,העברות,Economic class is reserve (רזרבות).
38.20.02.04,רזרבה לעמידה ביעדי הגירעון,קניות,Economic class is reserve (רזרבות).
38.20.02.95,רזרבה להתייקרויות כללית,רזרבות,Economic class is reserve (רזרבות).
38.21.01.01,רכישת שירותים ממשרדי ממשלה,העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.21.01.02,מכירת שירותים למשרדי ממשלה,העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.22.01.02,הכנסות מהסיוע האמריקאי,הכנסות מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.30.01.02,הכנסות מתמלוגים והחזרים,הכנסות מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.30.01.04,השתתפות במשרד הבריאות,העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.30.01.10,"השתתפות ותת - הסכם מו""פ",העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.30.01.11,"השתתפות מדע - יישום הסכם מו""פ",העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.30.01.12,הכנסות מהאיחוד האירופי,הכנסות מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.30.01.14,השתתפות משרדים,העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.30.01.20,הכנסות הרשות,הכנסות  מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.30.01.92,שיא כוח אדם - עתודה לשינוי מבני,שכר,Personnel cap (שיא כח אדם).
38.30.01.93,רכב - עתודה לשינוי מבני,שכר,Personnel-related item (שכר).
38.30.01.94,שעות נוספות - עתודה לשינוי מבני,שכר,Personnel-related item (שכר).
38.30.01.95,סטודנטים - עתודה לשינוי מבני,שכר,Personnel-related item (שכר).
38.30.01.96,השתתפות בשכר דירה,העברות  פנים תקציביות,Intra-budgetary transfers (העברות פנים תקציביות).
38.30.01.97,הכנסות מפרוייקטים מופ אירופי,הכנסות  מיועדות,Economic class is earmarked revenue (הכנסות מיועדות).
38.30.02.17,השתתפות משרד החקלאות,העברות  פנים תקציביות,Internal transfer for general R&D
38.30.02.20,"הכנסות מתכנית ""תנופה""",הכנסות מיועדות,Earmarked revenue for general R&D program
38.30.02.21,השתתפות משרד הביטחון,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.23,השתתפות משרד החוץ,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.25,הכנסות מתמלוגים והחזרים,הכנסות  מיועדות,Earmarked revenue for general R&D program
38.30.02.29,השתתפות ותת במכון מחקר,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.30,השתתפות הרשות במשרדים,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.31,השתתפות בותת,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.34,הכנסות מהאיחוד האירופי,הכנסות  מיועדות,Earmarked revenue for general R&D program
38.30.02.37,הכנסות - הרשות לחדשנות,הכנסות  מיועדות,Earmarked revenue for general R&D program
38.30.02.41,רזרבה לתקציב התאמות,קניות,Reserve for budget adjustments for R&D
38.30.02.42,רזרבה להתיקרויות העברות,העברות,Reserve for R&D transfer cost increases
38.30.02.44,הכנסות קרנות בילטרליות,הכנסות  מיועדות,Earmarked revenue for general R&D funds
38.30.02.45,השתתפות מפאת,העברות  פנים תקציביות,Internal transfer for general R&D program
38.30.02.47,השתתפות במפעלי ביטחון,העברות  פנים תקציביות,Internal transfer for defense R&D
38.30.02.99,רזרבה להתייקרויות העברות,העברות,Reserve for R&D transfer cost increases
38.30.03.02,"השתתפות בות""ת - מרכזי ננו טכנווגיה",העברות  פנים תקציביות,Internal transfer for nanotechnology R&D infrastructure
38.30.03.04,"השתתפות ות""ת - מרכז ביו-טכנולוגיה",העברות  פנים תקציביות,Internal transfer for biotechnology R&D infrastructure
38.30.03.06,"גריד - השתתפות בות""ת",העברות  פנים תקציביות,Internal transfer for general R&D infrastructure
38.30.03.07,השתתפות במשרד הבטחון,העברות  פנים תקציביות,Internal transfer for defense R&D infrastructure
38.30.04.05,"מו""פ אירופי - השתתפות ות""ת",העברות  פנים תקציביות,Internal transfer for European R&D
38.30.04.06,"מו""פ אירופי- השתתפות המשרדים",העברות  פנים תקציביות,Internal transfer for European R&D
38.30.04.10,רזרבת עמידה בהחלטת ממשלה מספר 1879,קניות,Reserve for general government decision
38.30.10.01,רזרבה להתיקרויות העברות,העברות,Reserve for transfer cost increases
38.30.10.02,"רזרבה להתייקרויות - מו""פ אירופי",שכר,Reserve and personnel cap for European R&D
38.30.10.03,עתודה להרשאה מדען ראשי,העברות,Reserve for Chief Scientist authorization
38.40.01.91,רזרבה לתקציב התאמות,קניות,Reserve for budget adjustments for investments
38.40.01.92,רזרבה לעמידה ביעדים פיסקליים,קניות,Reserve for fiscal targets compliance
38.40.01.93,רזרבה להתייקרויות העברות,העברות,Reserve for transfer cost increases for investments
38.40.03.02,הכנסות מתמלוגים,הכנסות מיועדות,Earmarked revenue; not specific to green energy
38.40.03.80,עתודה לפעילות לעידוד עסקים קטנים ובינוניים,קניות,Reserve for SME encouragement activities
38.40.04.31,הכנסות מכון היהלומים,הכנסות  מיועדות,Earmarked revenue for diamond industry
38.40.04.60,הכנסות מתמלוגים - מינהל סחר חוץ,הכנסות  מיועדות,Earmarked revenue for foreign trade
38.40.04.71,השתתפות ממשרדי הממשלה,העברות  פנים תקציביות,Internal transfer for export promotion
38.40.04.80,השתתפות במשרדי הממשלה,העברות  פנים תקציביות,Internal transfer for export promotion
38.40.04.91,הכנסות מתמלוגים - הסוכנות,הכנסות  מיועדות,Earmarked revenue for general agency
38.40.04.97,רזרבה לתקציב התאמות,קניות,Reserve for budget adjustments for export promotion
38.40.09.27,הכנסות ממכירת מלאי חירום,הכנסות  מיועדות,Earmarked revenue from emergency stock sales
38.40.09.32,רזרבה לתקציב התאמות,קניות,Reserve for general budget adjustments
38.70.01.01,שיא כוח אדם,שכר,Personnel cap; not budget for activities
38.70.01.02,"שיא כוח אדם - נספחים מסחריים בחו""ל",שכר,Personnel cap; not budget for activities
38.70.01.03,"שיא כוח אדם - נספחים מסחריים בחו""ל - חשבות ניו יורק",שכר,Personnel cap; not budget for activities
38.70.01.04,שיא כוח אדם - הסוכנות לעסקים קטנים ובינוניים,שכר,Personnel cap; not budget for activities
38.70.01.18,שיא כוח אדם - צוערים במינהל סחר חוץ,שכר,"Personnel cap, related to ministry's overall capacity"
38.70.01.21,שיא כוח אדם - פקחי מינהל התקינה,שכר,"Personnel cap, related to ministry's overall capacity"
38.70.01.23,שיא כוח אדם - עתודה,שכר,"Personnel cap, related to ministry's overall capacity"
38.70.01.99,רזרבה להתייקרויות שכר,שכר,"General salary reserve, not specific to green energy"
38.70.02.03,שכר דירה,העברות  פנים תקציביות,"Internal transfer for generic operations, not direct spending"
