code,title,office,domain,verdict,reason
05.03.20,אגף שוק ההון ביטוח,משרד האוצר,שירותי מטה כלל משקיים,drop,"Capital market and insurance, unrelated"
05.03.21,רזרבה להתייקרויות,משרד האוצר,שירותי מטה כלל משקיים,ambiguous,"Inflation reserve, generic"
05.03.23,השתתפות משרדי ממשלה,משרד האוצר,שרותי מטה כלל משקיים,ambiguous,"Government ministries participation, generic"
05.06.01,מינהל הרכב לכח אדם,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle administration for personnel, unrelated"
05.06.02,טפול ברכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Vehicle maintenance, unrelated"
05.06.03,השתתפות בהוצאות מנהליות,משרד האוצר,שרותי עזר למשרדי ממשלה,drop,"Administrative expenses participation, unrelated"
05.06.04,השכרת רכב,משרד האוצר,שירותי עזר למשרדי ממשלה,drop,"Car rental, unrelated"
05.06.08,לשכת הפרסום,משרד האוצר,שרותי עזר למשרדי ממשלה,drop,"Government advertising agency, unrelated"
05.08.01,רזרבה לפעולות משרד,משרד האוצר,רזרבה לפעולות משרד,ambiguous,"Ministry operations reserve, generic"
05.51.01,מטה משרד האוצר,משרד האוצר,משרד האוצר ראשי,ambiguous,"Ministry HQ, generic"
05.51.02,אגף התקציבים,משרד האוצר,משרד האוצר ראשי,ambiguous,"Budget department, generic"
05.51.04,החשב הכללי,משרד האוצר,משרד האוצר ראשי,ambiguous,"Accountant General, generic"
05.51.05,"שוק ההון, ביטוח וחסכון",משרד האוצר,משרד האוצר ראשי,drop,"Capital market, insurance, savings, unrelated"
05.51.06,שכר והסכמי עבודה,משרד האוצר,משרד האוצר ראשי,drop,"Wages and labor agreements, unrelated"
05.51.07,"מחקר, כלכלה והכנסות",משרד האוצר,משרד האוצר ראשי,drop,"Research, economy, revenues, unrelated"
05.51.08,"פעולות בחו""ל",משרד האוצר,משרד האוצר ראשי,drop,"Overseas operations, unrelated"
05.51.09,הלשכה לפיצויים אישיים,משרד האוצר,משרד האוצר ראשי,drop,"Personal compensation office, unrelated"
05.51.10,התקשוב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,"Government IT, unrelated"
05.51.11,מנהל הדיור והרכש,משרד האוצר,משרד האוצר ראשי,drop,"Housing and procurement administration, unrelated"
05.51.12,רשות החברות הממשלתיות,משרד האוצר,משרד האוצר ראשי,drop,"Government companies authority, unrelated"
05.51.13,מנהל הרכב הממשלתי,משרד האוצר,משרד האוצר ראשי,drop,"Government vehicle administration, unrelated"
05.53.01,רזרבה,משרד האוצר,רזרבה למשרד האוצר,ambiguous,"Reserve, generic"
05.99.99,חשבון מעבר,משרד האוצר,חשבון מעבר,ambiguous,"Transit account, generic"
26.01.01,הנהלת המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,ambiguous,"Ministry management, generic"
26.01.02,מחשוב,המשרד להגנת הסביבה,תחום פעולה כללי,drop,"Computing, unrelated"
26.01.04,דיור המשרד,המשרד להגנת הסביבה,תחום פעולה כללי,drop,"Ministry housing, unrelated"
26.02.01,רזרבה להתיקרויות,משרד איכות הסביבה,רזרבה,ambiguous,"Inflation reserve, generic"
26.02.02,"רזרבה לכ""א ולפעולות",משרד איכות הסביבה,רזרבה,ambiguous,"Personnel and operations reserve, generic"
26.03.01,"השתתפות בארגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,drop,"UN organization participation, unrelated"
26.03.02,"העברות מאירגון האו""מ",משרד איכות הסביבה,פעילות יחידות המשרד,drop,"Transfers from UN organization, unrelated"
26.03.03,אשכול משאבי טבע,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Natural resources cluster, potentially related"
26.03.04,פרוייקטים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Projects, generic"
26.03.05,תוכנית שיקום הצפון,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Northern rehabilitation plan, unrelated"
26.03.07,רשות הגנים הלאומיים,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"National Parks Authority, unrelated"
26.03.08,השתתפות האפוטרופוס,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Guardian participation, unrelated"
26.03.09,מניעת זיהום מים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Water pollution prevention, not renewable energy"
26.03.10,חומרים מסוכנים,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"Hazardous materials, unrelated"
26.03.11,פעולות לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,"Environmental quality activities, too broad"
26.03.12,סקרים ומחקרים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Surveys and research, could include subject"
26.03.14,אשכול שלטון מקומי,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Local government cluster, unrelated"
26.03.20,אשכול יישום מדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Policy implementation cluster, generic"
26.03.21,השתתפות באמנות וקרנות,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,"Conventions and funds, could be climate related"
26.03.22,פיקוח על קרינה,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Radiation supervision, unrelated"
26.03.23,ניטור אויר ארצי,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"National air monitoring, unrelated"
26.03.24,לחימה במזיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Pest control, unrelated"
26.03.25,מעבדה לאיכות הסביבה,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"Environmental quality lab, unrelated"
26.03.26,קשרי חוץ ופרויקטים,משרד איכות הסביבה,פעילות יחידות המשרד,ambiguous,"Foreign relations and projects, could include subject"
26.03.27,אקולוגיה חקלאית,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Agricultural ecology, unrelated"
26.03.28,אשכול תכנון ומדיניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Planning and policy cluster, could include subject"
26.03.29,אגף הרעש,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Noise department, unrelated"
26.03.30,אזבסט וחלקיקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Asbestos and particles, unrelated"
26.03.31,קרן שיקום מחצבות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Quarry rehabilitation fund, unrelated"
26.03.32,ועדה לבחינת תקני,משרד איכות הסביבה,פעילות יחידות המשרד,drop,"Standards examination committee, unrelated"
26.03.34,יחידת הפרסומים ופניות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Publications and inquiries unit, unrelated"
26.03.35,יחידת רישוי עסקים,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Business licensing unit, unrelated"
26.03.36,"יחידת הכלכלה, התקינה",המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Economics and standards unit, could include subject"
26.03.38,תשתיות איכות סביבה,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Environmental quality infrastructure, too broad"
26.03.40,אשכול תעשיות,המשרד להגנת הסביבה,פעילות יחידות המשרד,drop,"Industries cluster, unrelated"
26.03.41,פרוייקטים סביבתיים,המשרד להגנת הסביבה,פעילות יחידות המשרד,ambiguous,"Environmental projects, too broad"
26.09.01,"אירגון האו""מ לאיכות",משרד איכות הסביבה,קשרים בינלאומיים,drop,"UN environmental organization, unrelated"
26.09.02,קרנות ואמנות בינלאומיות,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,"International funds and conventions, could be climate related"
26.09.03,האגף לקשרי חוץ,המשרד להגנת הסביבה,קשרים בינלאומיים,ambiguous,"Foreign relations department, could include subject"
26.10.01,תמיכות בארגונים,משרד איכות הסביבה,השתתפות בארגונים,ambiguous,"Support for organizations, generic"
26.10.02,מענקים לרשויות מקומיות,המשרד להגנת הסביבה,השתתפות בארגונים,ambiguous,"Grants to local authorities, generic"
26.10.03,רשות הגנים הלאומיים,משרד איכות הסביבה,השתתפות באירגונים,drop,"National Parks Authority, unrelated"
26.10.04,"פרוייקטים ביו""ש",משרד איכות הסביבה,השתתפות בארגונים,drop,"Projects in Judea and Samaria, unrelated"
26.11.01,שכר ותפעול,המשרד להגנת הסביבה,שכר ותפעול,ambiguous,"Salaries and operations, generic"
26.11.02,תפעול,המשרד להגנת הסביבה,שכר ותפעול,ambiguous,"Operations, generic"
26.12.01,פעולות יחידות המשרד,המשרד להגנת הסביבה,פעולות,ambiguous,"Ministry unit activities, generic"
26.13.01,הטמנה - הקרן לשמירת,המשרד להגנת הסביבה,קרנות,drop,"Landfill fund, not renewable energy"
26.13.02,חשבון כללי - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,"General account - Fund, generic"
26.13.03,חשבון פקדון - הקרן,המשרד להגנת הסביבה,קרנות,ambiguous,"Deposit account - Fund, generic"
26.13.04,"קרן למניעת זיהום ים,",המשרד להגנת הסביבה,קרנות,drop,"Marine pollution prevention fund, unrelated"
26.13.05,קרן צער בעלי חיים,המשרד להגנת הסביבה,קרנות,drop,"Animal welfare fund, unrelated"
26.13.06,קרן שיקום מחצבות ים,המשרד להגנת הסביבה,קרנות,drop,"Marine quarry rehabilitation fund, unrelated"
26.14.01,פרוייקטים סביבתיים,המשרד להגנת הסביבה,"פרוייקטים מקק""ל",ambiguous,"Environmental projects, too broad"
26.26.01,רזרבות,המשרד להגנת הסביבה,רזרבות,ambiguous,"Reserves, generic"
26.98.01,רזרבה להתייקרויות,המשרד להגנת הסביבה,רזרבות,ambiguous,"Inflation reserve, generic"
26.98.02,רזרבה לפעולות,המשרד להגנת הסביבה,רזרבות,ambiguous,"Operations reserve, generic"
26.99.99,חשבון מעבר,המשרד להגנת הסביבה,חשבון מעבר,ambiguous,"Transit account, generic"
34.01.01,שירותים מרכזיים,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,"Central services, generic"
34.01.02,אמרכלות ופעולות,משרד האנרגיה והמים,תחום פעולה כללי,ambiguous,"Administration and operations, generic"
34.02.01,שירותים מרכזיים,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,"Central services, generic"
34.02.02,יחידת רעידות אדמה,משרד האנרגיה והמים,מטה משרד התשתיות,drop,"Earthquake unit, unrelated"
34.02.03,לשכת סגנית השר,משרד התשתיות הלאומיות,מטה משרד התשתיות,ambiguous,"Deputy Minister's office, generic"
34.02.04,תגבור מינהל הדלק,משרד התשתיות הלאומיות,מטה משרד התשתיות,drop,"Fuel administration, not renewable energy"
34.02.05,תגבור יחידת הנפט,משרד התשתיות הלאומיות,מטה משרד התשתיות,drop,"Oil unit, not renewable energy"
34.06.02,יחידת המכרות,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"Mines unit, unrelated"
34.06.03,שירותים מרכזיים,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,"Central services, generic"
34.06.04,אמרכלות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,"Administration, generic"
34.06.05,ועדת היגוי לבורות ים,משרד האנרגיה והמים,מינהל המחקר למדעי,drop,"Sea wells committee, likely oil/gas"
34.06.06,רזרבה להתייקרויות,משרד האנרגיה והמים,מינהל המחקר למדעי,ambiguous,"Inflation reserve, generic"
34.10.01,רשויות פיתוח אזוריות,משרד התשתיות הלאומיות,רשויות פיתוח אזוריות,drop,"Regional development authorities, unrelated"
34.10.02,מועצת האזורים החופשיים,משרד התשתיות הלאומיות,רשויות פיתוח אזוריות,drop,"Free zones council, unrelated"
34.11.01,פיתוח אנרגיות חלופיות,משרד האנרגיה והמים,מחקר ופיתוח באנרגיה,keep,Directly about alternative/renewable energies
34.12.01,עידוד חסכון באנרגיה,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,ambiguous,"Energy saving, related but broader than renewable"
34.12.02,רפרנטורה טכנית,משרד התשתיות הלאומיות,יעול השימוש באנרגיה,ambiguous,"Technical reference, generic"
34.12.03,יעילות השימוש באנרגיה,משרד האנרגיה והמים,יעול השימוש באנרגיה,ambiguous,"Energy efficiency, related but broader than renewable"
34.13.01,יצירת מידע והפצתו,משרד האנרגיה והמים,פעולות מידע,ambiguous,"Information creation and dissemination, could include subject"
34.16.01,מענקים לפיתוח תשתית,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,"Infrastructure development grants, could include subject"
34.16.02,הערכות לקראת סיום,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,"Opaque title, generic"
34.16.03,הקמת גוף לפיקוח על משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,"Opaque title, generic"
34.16.04,פעילות ליישום חוק משק,משרד התשתיות הלאומיות,פיתוח מערכת החשמל,ambiguous,"Opaque title, generic"
34.17.01,מענקים למוסדות מחקר,משרד האנרגיה והמים,מחקר ופיתוח תשתית,ambiguous,"Research grants, could include subject"
34.17.02,ניטור סייסמי,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,drop,"Seismic monitoring, unrelated"
34.17.03,תשתית מידע לחפושי נפט,משרד האנרגיה והמים,מחקר ופיתוח תשתית,drop,"Oil exploration infrastructure, not renewable energy"
34.17.04,פרויקט הגנות ים המלח,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,drop,"Dead Sea protection project, unrelated"
34.17.05,רזרבה למחקר,משרד התשתיות הלאומיות,מחקר ופיתוח תשתית,ambiguous,"Research reserve, generic"
34.18.01,רזרבה להתייקרויות,משרד האנרגיה והמים,רזרבה להתייקרויות,ambiguous,"Inflation reserve, generic"
34.22.01,היחידה לקידום מפעלי,משרד התשתיות הלאומיות,היחידה לקידום מפעלי,ambiguous,"Opaque title, generic"
34.30.01,הוצאות שכר,משרד האנרגיה,מטה המשרד,ambiguous,"Salary expenses, generic"
34.30.02,תפעול ופעולות,משרד האנרגיה,מטה המשרד,ambiguous,"Operations and activities, generic"
34.30.03,יחידות מקצועיות,משרד האנרגיה,מטה המשרד,ambiguous,"Professional units, generic"
34.30.04,יחידות מקצועיות,משרד האנרגיה והמים,מטה המשרד,ambiguous,"Professional units, generic"
34.30.05,מנהל הדלק ואוצרות טבע,משרד האנרגיה והמים,מטה המשרד,drop,"Fuel and natural resources, not renewable energy"
34.30.06,ייעוץ מקצועי ומחקרים,משרד האנרגיה והמים,מטה המשרד,ambiguous,"Consulting and research, could include subject"
34.31.01,הוצאות שכר,משרד האנרגיה,מכון גיאולוגי,ambiguous,Generic title in relevant ministry
34.31.02,תפעול ופעולות,משרד האנרגיה,מכון גיאולוגי,ambiguous,Generic title in relevant ministry
34.32.01,רזרבה להתייקרויות,משרד האנרגיה,רזרבות,ambiguous,Generic title in relevant ministry
34.99.99,חשבון מעבר,משרד האנרגיה,חשבון מעבר,ambiguous,Generic title in relevant ministry
38.01.01,"""אופריישן אינדיפנדנס""",תמיכות בענפי המשק,פתוח שוקים ליצוא,ambiguous,"Opaque title, could contain relevant activities"
38.01.08,ביטוח משנה עבור ביטוח,תמיכות בענפי המשק,פתוח שוקים ליצוא,drop,Insurance is not renewable energy
38.01.19,פעולות לעידוד היצוא,תמיכות בענפי משק,פתוח שוקים ליצוא תעשיתי,drop,"General export promotion, not specific to subject"
38.02.01,"מענקי מחקר ופיתוח עפ""י",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,R&D grants could include renewable energy
38.02.02,"מענקים לשלבי מו""פ",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,R&D grants could include renewable energy
38.02.03,"תשתיות מו""פ ומכוני מחקר",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,R&D infrastructure could support renewable energy
38.02.04,"מו""פ בין לאומי",תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,International R&D could include renewable energy
38.02.05,בדיקת פרויקטים ומנהלות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"Administrative for R&D, which can be relevant"
38.02.06,תוכניות סיוע אחרות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"Generic R&D support, could be relevant"
38.02.15,רזרבה להתיקרויות,תמיכות בענפי המשק,מחקר ופיתוח תעשייתי,ambiguous,"Generic reserve for R&D, which can be relevant"
38.03.01,מענקים לפי חוק,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,Capital investment incentives could include renewable energy
38.03.02,הטבות מס - מסלול חלופי,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,Tax benefits for investment could include renewable energy
38.03.03,ערבות מדינה (תיקון 39),תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,State guarantees for investment could include renewable energy
38.03.04,מענק הון,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,Capital grants for investment could include renewable energy
38.03.05,"מענקים להשקעות ביו""ש",תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,"Geographic investment grants, could include renewable energy"
38.03.06,מענקים תקציביים למפעלים,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,Grants for factories could include renewable energy
38.03.07,"הטבות להשקעות ביו""ש",תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,"Geographic investment benefits, could include renewable energy"
38.03.10,רזרבה להתייקרויות,תמיכות בענפי המשק,הטבות לעידוד השקעות הון,ambiguous,"Generic reserve for investment, which can be relevant"
38.04.01,פתוח שווקים ליצוא ידע,תמיכות בענפי המשק,פעולות שונות לפיתוח,ambiguous,Export of knowledge could include renewable energy
38.04.04,"תמיכות בשיווק לחו""ל",תמיכות בענפי המשק,פעולות שונות לפיתוח,ambiguous,Overseas marketing support could include renewable energy
38.04.06,מטה לקידום עסקים,תמיכות בענפי המשק,פעולות שונות לפיתוח,ambiguous,"Generic business promotion, could include renewable energy"
38.04.08,רשות לשיתוף פעולה,תמיכות בענפי המשק,פעולות שונות לפיתוח,ambiguous,"Generic cooperation authority, could be relevant"
38.07.01,תמיכה בפעולות גופים,תמיכות בענפי המשק,תמיכות בגופים המקדמים,ambiguous,"Generic support for bodies, could be relevant"
38.09.01,פעולות בתחום התקינה,תמיכות בענפי המשק,תקינה,ambiguous,Standardization activities could include renewable energy
38.09.02,המעבדה הלאומית לפיזיקה,תמיכות בענפי המשק,תקינה,ambiguous,Physics research could be relevant to renewable energy
38.12.01,חונכות,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"General small business support, not specific to subject"
38.12.02,סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"General small business support, not specific to subject"
38.12.03,מימושי ערבויות מדינה,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"General small business support, not specific to subject"
38.12.04,ערבויות מדינה להון,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"General small business support, not specific to subject"
38.12.05,קרן סיוע לעסקים קטנים,תמיכות בענפי המשק,עידוד עסקים קטנים,drop,"General small business support, not specific to subject"
38.13.01,כלים משלימים לחוק עידוד,תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,Industry support could include renewable energy industry
38.13.02,הכשרת כח אדם,תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,Workforce training for industry could include renewable energy
38.13.03,טיפול ממוקד,תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,"Generic industry support, could be relevant"
38.13.04,"נע""מ - אז""ת",תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,"Opaque acronyms for industry support, could be relevant"
38.13.05,תמיכות אחרות,תמיכות בענפי המשק,תמיכה בתעשייה,ambiguous,"Generic industry support, could be relevant"
38.14.01,הערכות התעשייה לחשיפה,תמיכות בענפי המשק,תקציב להערכות התעשייה,drop,"General industry preparedness, not specific to subject"
38.17.01,עתודות לתעשייה,תמיכות בענפי המשק,עתודות התעשייה,drop,"General industry reserves, not specific to subject"
38.17.02,עתודות למדען הראשי,תמיכות בענפי המשק,עתודות התעשייה,ambiguous,"Chief Scientist reserves, could fund renewable energy"
38.17.13,מנהלות אזוריות משותפות,תמיכות בענפי המשק,מנהלות אזוריות משותפות,drop,"Generic regional administration, not specific to subject"
38.19.01,מכרזי העסקה במפעלים,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,"General employment tenders, not specific to subject"
38.19.02,עתודה לתוכניות תעסוקה,תמיכות בענפי המשק,הטבות לעידוד השקעות,drop,"General employment programs, not specific to subject"
38.19.03,מסלול להפחתת פליטות,תמיכות בענפי המשק,הטבות לעידוד השקעות,keep,"Directly related to emissions reduction, key for renewable energy"
38.20.01,רזרבה להתיקרויות,תמיכות בענפי המשק,רזרבות,drop,"Generic reserve, not tied to specific programs"
38.20.02,רזרבה לתמיכה בתעשיה,תמיכות בענפי המשק,רזרבות,ambiguous,"Reserve for industry support, could include renewable energy"
38.21.01,השתתפויות,תמיכות בענפי המשק,השתתפויות,drop,"Generic participations, not specific to subject"
38.22.01,החלטת ממשלה נגב,תמיכות בענפי המשק,תמיכה בנגב,ambiguous,"Geographic program, could include renewable energy projects"
38.23.01,רזרבה להוצאות ביטחון,תמיכות בענפי המשק,רזרבות מיוחדות,drop,"Security expenses, clearly unrelated"
38.30.01,הפעלת הרשות לחדשנות,כלכלה ותעשייה,המדען הראשי,keep,"Innovation Authority funds R&D, highly relevant to subject"
38.30.02,מענקי מחקר ופיתוח,כלכלה ותעשייה,המדען הראשי,keep,"R&D grants from Innovation Authority, highly relevant to subject"
38.30.03,"תשתיות מו""פ",תמיכות בענפי המשק,המדען הראשי,keep,"R&D infrastructure from Innovation Authority, highly relevant to subject"
38.30.04,"מו""פ בין-לאומי",כלכלה ותעשייה,המדען הראשי,keep,"International R&D from Innovation Authority, highly relevant to subject"
38.30.10,רזרבה,כלכלה ותעשייה,המדען הראשי,ambiguous,"Reserve for Innovation Authority, which is relevant"
38.40.01,קידום השקעות ועידוד,כלכלה ותעשייה,עידוד המגזר העסקי,ambiguous,Investment promotion could include renewable energy
38.40.02,מסלולי תמיכה מינהליים,תמיכות בענפי המשק,עידוד המגזר העסקי,ambiguous,"Generic business support, could include renewable energy"
38.40.03,עסקים קטנים ובינוניים,תמיכות בענפי המשק,עידוד המגזר העסקי,ambiguous,SME support could include renewable energy businesses
38.40.04,קידום הייצוא ועידוד,כלכלה ותעשייה,עידוד המגזר העסקי,ambiguous,Export promotion could include renewable energy technologies
38.40.09,פעולות כלליות לקידום,כלכלה ותעשייה,עידוד המגזר העסקי,ambiguous,"Generic business promotion, could include renewable energy"
38.50.01,"תקינה, איכות והסמכה",תמיכות בענפי המשק,תמיכות בגופים ציבוריים,ambiguous,Standardization could include renewable energy standards
38.70.01,שכר,כלכלה ותעשייה,שכר ותפעול המשרד,drop,"General ministry overhead, not specific to subject"
38.70.02,תפעול,כלכלה ותעשייה,שכר ותפעול המשרד,drop,"General ministry overhead, not specific to subject"
38.80.01,רזרבה,כלכלה ותעשייה,רזרבה,drop,"Generic reserve, not tied to specific programs"
38.90.01,שכר ופעולות,כלכלה ותעשייה,רשות הרגולציה,drop,"General authority operations, not specific to subject"
38.99.99,חשבון מעבר,כלכלה ותעשייה,חשבון מעבר,drop,"Generic transit account, not specific to subject"
76.01.01,רכישת ציוד,תעשיה,פיתוח התעשייה,ambiguous,Equipment for industry could be for renewable energy
76.01.02,השקעה ממשלתית בהון,תעשיה,פיתוח התעשיה,ambiguous,Capital investment for industry could be for renewable energy
76.01.05,השקעות במחשוב,תעשיה,פיתוח התעשייה,drop,"IT investments, not directly related to subject"
76.01.09,פיתוח אזורי תעשייה,תעשיה,פיתוח התעשייה,ambiguous,Industrial zone development could include renewable energy
76.01.10,פיתוח אזורי תעשייה,תעשיה,פיתוח התעשייה,ambiguous,Industrial zone development could include renewable energy
76.01.11,התוכנית לחיזוק חיפה,תעשיה,פיתוח התעשייה,drop,"Geographic program, not specific to subject"
76.01.15,הלואות לתעשיה,תעשיה,פיתוח התעשיה,ambiguous,Loans for industry could be for renewable energy
76.01.18,העברת יחידות המשרד,תעשיה,פיתוח התעשייה,drop,"Administrative transfer, not specific to subject"
76.01.21,רזרבה להתייקרויות,תעשיה,פיתוח התעשייה,ambiguous,"Generic reserve for industry, could be relevant"
76.10.01,השקעה בפיתוח תשתיות,תעשייה,השקעה בפיתוח תשתיות,ambiguous,Infrastructure development could include renewable energy
76.80.01,רזרבה,תעשייה,רזרבה,drop,"Generic reserve, not tied to specific programs"
83.02.01,משרד האוצר פרוייקטים,הוצאות פיתוח אחרות,פיתוח משרד האוצר,drop,"Generic ministry projects, not specific to subject"
83.03.01,דיגיטל וסייבר,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,"Digital and cyber, clearly unrelated"
83.03.02,פרויקטים והחלטות ממשלה,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,"Generic government projects, not specific to subject"
83.03.04,ירושלים ומורשת - פיתוח,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,"Jerusalem and heritage, clearly unrelated"
83.03.05,יהדות התפוצות,הוצאות פיתוח אחרות,פיתוח משרד ראש,drop,"Diaspora Jewry, clearly unrelated"
83.04.01,השקעות שונות,הוצאות פיתוח אחרות,פרוייקטי פיתוח,ambiguous,"Various investments, could include renewable energy"
83.04.02,פרוייקטים בתכנון,הוצאות פיתוח אחרות,פרוייקטי פיתוח,ambiguous,"Projects in planning, could include renewable energy"
83.04.03,פיתוח ההתישבות הבדואית,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"Bedouin settlement development, clearly unrelated"
83.04.04,פרויקטי תקשורת,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"Communication projects, clearly unrelated"
83.04.05,קרן לצמצום פערים,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"Social fund, not specific to subject"
83.04.06,פרויקטים בשלטון המקומי,הוצאות פיתוח אחרות,פרוייקטי פיתוח,drop,"Local government projects, not specific to subject"
83.04.07,סיוע לענף הלבידים,הוצאות פיתוח אחרות,השקעות שונות,drop,"Plywood industry aid, clearly unrelated"
83.05.01,"מרכב""ה",הוצאות פיתוח אחרות,השקעות בטכנולוגיות,ambiguous,"Opaque acronym for technology investment, could be relevant"
83.05.02,פעולות מיוחדות,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,ambiguous,"Generic technology activities, could be relevant"
83.05.03,ממשל זמין,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,"E-government, clearly unrelated"
83.05.04,פרויקטי מחשוב רוחביים,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,"Computing projects, clearly unrelated"
83.05.05,תקשוב-פרויקטים רוחביים,הוצאות פיתוח אחרות,השקעות בטכנולוגיות,drop,"IT projects, clearly unrelated"
83.06.01,השקעות בחברות,הוצאות פיתוח אחרות,השקעות בחברות,ambiguous,"Investments in companies, could include renewable energy"
83.06.02,רכבת ישראל,הוצאות פיתוח אחרות,השקעות בחברות,drop,"Israel Railways, clearly unrelated"
83.06.03,השקעות בטחוניות,הוצאות פיתוח אחרות,השקעות,drop,"Security investments, clearly unrelated"
83.06.04,גופים בינלאומיים,הוצאות פיתוח אחרות,השקעות,ambiguous,"International bodies, could be relevant"
83.06.05,עתודה להסכמים,הוצאות פיתוח אחרות,השקעות,drop,"Generic reserve for agreements, not specific to subject"
83.07.01,מימון תוכניות הבראה,הוצאות פיתוח אחרות,מימון תוכניות הבראה,drop,"Generic recovery programs, not specific to subject"
89.04.01,רזרבות להתייקרויות,מפעלי משרד ראש הממשלה,רזרבות להתייקרויות,drop,"Generic reserve, not tied to specific programs"
89.50.01,רזרבות,מפעלי משרד ראש הממשלה,רזרבה,drop,"Generic reserve, not tied to specific programs"
89.69.99,חשבון מעבר,"מפעלי משרד ראה""מ והאוצר",חשבון מעבר,drop,"Generic transit account, not specific to subject"
