code,title,office,program,economic_class_primary,item_url
26.05.04.12,הוצאות חוק הפיקדון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/9c2d1e3e91a7
26.05.04.14,החזר הוצאות רכב - שירות אישי על פי הסכם,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/79c8f11cc114
26.05.04.15,יעודה לנקיון,המשרד להגנת הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/5d6cda1a4f83
26.05.04.16,"העברה לרט""ג",משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/640cacc8ef4a
26.05.04.17,"מרכז להצלת צבים -רט""ן",משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/35920163af5e
26.05.04.18,"נשרים - רט""ג",משרד איכות הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/3de10974ced1
26.05.04.19,"מבצעי נקיון - רט""ג",המשרד להגנת הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/b862e707250a
26.05.04.20,קרן הניקיון- תמיכה ברשויות מקומיות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/90b16ff39e78
26.05.04.21,קרן הניקיון- תמיכה בעמותות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/299d43bf8973
26.05.04.22,אכיפת חוק הפיקדון,המשרד להגנת הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/794baf194e7a
26.05.04.23,פעולות שיקום וניקוי,המשרד להגנת הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/89528e096ac3
26.05.04.24,תמיכה ברשויות - קרן הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/61b96f78b3bd
26.05.04.25,קרן הניקיון - כוננויות,המשרד להגנת הסביבה,קרן הנקיון,שכר,https://next.obudget.org/i/5c34d566f42c
26.05.04.26,פרויקט פיילוט- מחזור פסולת בניין באתרי בניה,המשרד להגנת הסביבה,קרן הנקיון,קניות,https://next.obudget.org/i/0774efe668ab
26.05.04.27,פרויקט חוף נקי,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/2ccda332e4c9
26.05.04.28,"מפעלי פלדה ישראליים בע""מ - ביצוע החלטת ממשלה מספר 1098",המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/29c4de967936
26.05.04.29,טיפול באסבסט בגליל המערבי,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/bf33192aa010
26.05.04.32,שעות נוספות - היטל ההטמנה במסגרת קרן הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/1c08a0a5e6a8
26.05.04.33,החזר הוצאות רכב - היטל הטמנה במסגרת קרן הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/2e56697796d7
26.05.04.34,כוננויות - היטל הטמנה,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,שכר,https://next.obudget.org/i/e98e5ad826dd
26.05.04.35,פעולות מקצועיות - היטל הטמנה מטרות פיתוח סעיף 11 ג.ב.1 לחוק שמירת הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/2d48e1cad9d1
26.05.04.36,תמיכה במיזמים - היטל ההטמנה במסגרת קרן הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/016758661fe3
26.05.04.37,תמיכה ברשויות המקומיות - היטל ההטמנה במסגרת קרן הניקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/319a9677d875
26.05.04.38,פעילות בנושא חוק הפיקדון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/c0b10b0ec5f2
26.05.04.41,החזר קנסות לרשויות,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/89cc9ff48258
26.05.04.42,תמיכות מטרות פיתוח סעיף 11 ג.ב.1 לחוק שמירת הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/724841a37daa
26.05.04.43,פסולת בניין - תמיכות מטרות פיתוח סעיף 11 ג.ב.1 לחוק שמירת הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/61e6a1a1a47a
26.05.04.44,מחקרים ביומסה על פי החלטת ממשלה,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/bb54ef80f90f
26.05.04.45,עתודה להפחתת הטמנה - היטל ההטמנה בקרן הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/b8e1499105a2
26.05.04.47,"נסיעות לחו""ל היטל ההטמנה",המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/fd5cb5779347
26.05.04.65,קמפיין אורח חיים מקיים,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/620ff7911484
26.05.04.67,הפרדה במקור רשויות מיקוד,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/c35903deae52
26.05.04.68,תמיכות בהקמת מתקני קצה ומתקני מיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/8045231d22ab
26.05.04.70,פעולות מקצועיות - היטל הטמנה מטרות נוספות סעיף 11 ג.ב.2 לחוק הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/083dbfb0c1c8
26.05.04.71,חינוך - תמיכות מטרות פיתוח סעיף 11 ג.ב.1 לחוק שמירת הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/9663277accec
26.05.04.72,תמיכות חינוך - עמותות (3א) מטרות נוספות סעיף 11 ג.ב.2 לחוק שמירת הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/7c2a77133ae0
26.05.04.73,תמיכות חינוך רשויות מטרות נוספות סעיף 11 ג.ב.2 לחוק שמירת הנקיון,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,העברות,https://next.obudget.org/i/b0749cfc990d
26.05.04.81,טיפול באסבסט בגליל המערבי,המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/b25e2636e24d
26.05.04.91,"השקעות באיו""ש",המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/dd4dfaf0b52e
26.05.04.92,"נסיעות לחו""ל - קרן הנקיון",המשרד להגנת הסביבה,קרן הנקיון - היטל הטמנה,קניות,https://next.obudget.org/i/960e5194dd69
26.05.06.06,טיפול באסבסט בגליל המערבי,המשרד להגנת הסביבה,קרן הנקיון - חשבון,קניות,https://next.obudget.org/i/358317807cb7
26.05.06.07,תמיכות בנושא פסולת בניין,המשרד להגנת הסביבה,קרן הנקיון - חשבון,העברות,https://next.obudget.org/i/5104f94d2ead
26.05.10.01,שינוע פסולת מוצקה והטמנתה,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/9b56c56484a2
26.05.10.02,שינוע פסולת מוצקה,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/89c71f74a687
26.05.10.03,פעולות לעידוד מיחזור ושריפה,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/1c095f6d4d8b
26.05.10.04,תמיכות בנושא מחזור צמיגים,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/9667ae994100
26.05.10.20,פרוייקט מיחזור חיריה,משרד איכות הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/3c3e22d4f2d3
26.05.10.32,תמיכות ברשויות עיר ממחזרת,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/d2cb171565b2
26.05.10.33,תמיכה במפעלים - מיחזור ומיון פסולת מוצקה,המשרד להגנת הסביבה,שינוע פסולת מוצקה,העברות,https://next.obudget.org/i/d9fda86d93f1
26.07.01.01,תמיכה במפעלי תעשיה המשקיעים בפרוייקטים באיכות הסביבה,המשרד להגנת הסביבה,השקעות מפעלי תעשיה,העברות,https://next.obudget.org/i/d4c2d254bdee
26.07.01.03,תמיכה בשעור של עד %40 מעלויות הקמת המישרפה לפסולת מסוכנת ברמת חובב,משרד איכות הסביבה,השקעות מפעלי תעשיה,העברות,https://next.obudget.org/i/6f94b735c0a2
26.07.01.07,"תשתיות משרפת חומ""ס - הוצאות",משרד איכות הסביבה,השקעות מפעלי תעשיה,קניות,https://next.obudget.org/i/8f6df47de358
26.07.01.09,"תמיכה במפעלים - הפחתת חמ""ס",משרד איכות הסביבה,השקעות מפעלי תעשיה,העברות,https://next.obudget.org/i/ccc4209f20f6
26.09.01.02,"מחקר הים התיכון בשיתוף האו""מ",משרד איכות הסביבה,"אירגון האו""מ לאיכות",העברות,https://next.obudget.org/i/cb8fc2ea2ab7
26.09.02.01,"קרן האוזון, אמנת וינה, EERV ,IUCN, אמנת מיגוון המינים, אמנת שינויי האקלים",המשרד להגנת הסביבה,קרנות ואמנות בינלאומיות,קניות,https://next.obudget.org/i/02b9c71ead22
26.10.01.01,תמיכות באירגונים ציבוריים לשמירת איכות הסביבה,משרד איכות הסביבה,תמיכות בארגונים,העברות,https://next.obudget.org/i/e9b08c7723bd
26.10.02.01,פרוייקטים סביבתיים ורכישת ציוד למניעת מפגעים,המשרד להגנת הסביבה,מענקים לרשויות מקומיות,העברות,https://next.obudget.org/i/5b47c9c168f2
26.10.02.02,הפעלת יחידות לאיכות הסביבה,המשרד להגנת הסביבה,מענקים לרשויות מקומיות,העברות,https://next.obudget.org/i/ff4de2cc706e
26.10.02.05,רשות הטבע והגנים - מחקר מינים זרים,המשרד להגנת הסביבה,מענקים לרשויות מקומיות,קניות,https://next.obudget.org/i/ac7ab9ff68a6
26.10.02.07,ניקיון סובב כינרת- תמיכה ברשויות מקומיות,המשרד להגנת הסביבה,מענקים לרשויות מקומיות,העברות,https://next.obudget.org/i/d238ea1f5ba1
26.10.02.30,ניקיון סובב כנרת - פעולות,המשרד להגנת הסביבה,מענקים לרשויות מקומיות,קניות,https://next.obudget.org/i/a9ecdcba4c5a
26.10.04.01,"פעולות איכה""ס ביו""ש",משרד איכות הסביבה,"פרוייקטים ביו""ש",קניות,https://next.obudget.org/i/89f9be360cad
26.10.04.03,"פעולות איכה""ס ביו""ש רכישת שרותי כ""א",משרד איכות הסביבה,"פרוייקטים ביו""ש",קניות,https://next.obudget.org/i/59428e5bb674
26.12.01.05,רשויות נחל ירקון וקישון,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/a965a444fccb
26.12.01.10,פרוייקטים סביבתיים,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/ac4f42205c45
26.12.01.11,פעולות אשכול משאבי טבע,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/ec54f63a9cb8
26.12.01.12,הוצאות באשכול משאבי טבע,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/4d1cd090a8a1
26.12.01.16,פעולות אגף איכות אוויר,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/edc5f45271fd
26.12.01.18,הפעלת יחידות סביבתיות,המשרד להגנת הסביבה,פעולות יחידות המשרד,העברות,https://next.obudget.org/i/cfb79903da0b
26.12.01.19,קורונה - האצת טכנולוגיות סביבה,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/4238609ec2dd
26.12.01.20,פארק אריאל שרון,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/5c0b30758cc5
26.12.01.21,פיתוח פארק נחל באר שבע,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/cf98a821592f
26.12.01.24,תכניות אקלים- קניות,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/089d59dfaf24
26.12.01.25,תכניות אקלים- תמיכות,המשרד להגנת הסביבה,פעולות יחידות המשרד,העברות,https://next.obudget.org/i/8c0a1ad9f6bb
26.12.01.26,פרוייקט המצוק החופי,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/0ea8ebb2dab8
26.12.01.28,פיתוח המצוק החופי,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/507b7c0b4273
26.12.01.30,מזומן תכנית לטיפול בזיהום אוויר במפרץ חיפה,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/c232b0f92c8b
26.12.01.31,הרשאה תכנית לטיפול בזיהום אוויר במפרץ חיפה,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/d46de4d3570c
26.12.01.32,פארק אריאל שרון - פיתוח,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/d7ec628818ef
26.12.01.38,פעולות תכנית זיהום אוויר,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/5a4538c8fe85
26.12.01.39,תמיכות בתכנית זיהום אוויר,המשרד להגנת הסביבה,פעולות יחידות המשרד,העברות,https://next.obudget.org/i/7a108be6da70
26.12.01.40,מפגעים סביבתיים חרבות ברזל,המשרד להגנת הסביבה,פעולות יחידות המשרד,קניות,https://next.obudget.org/i/7e80f1b684a2
26.13.01.02,שעות נוספות,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,שכר,https://next.obudget.org/i/f1d1642b3ec1
26.13.01.03,כוננות,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,שכר,https://next.obudget.org/i/8c2b3840b2f2
26.13.01.04,החזר הוצאות רכב,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,שכר,https://next.obudget.org/i/6272773f1732
26.13.01.06,פעולות מקצועיות,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,קניות,https://next.obudget.org/i/369c174c9edf
26.13.01.07,תמיכות,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,העברות,https://next.obudget.org/i/713b2c0f3a34
26.13.01.08,תמיכות באזור יהודה ושומרון,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,העברות,https://next.obudget.org/i/013c61cda831
26.13.01.10,תמיכה בעמותות,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,העברות,https://next.obudget.org/i/735232cf767b
26.13.01.11,עתודה לפרוייקטי פסולת,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,קניות,https://next.obudget.org/i/0731c9cd10f1
26.13.01.12,הוצאות פרישה - הטמנה,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,שכר,https://next.obudget.org/i/e198b7464626
26.13.01.13,שכר עידוד הטמנה,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,שכר,https://next.obudget.org/i/62d07f96e20e
26.13.01.14,תפעול,המשרד להגנת הסביבה,הקרן לשמירת הניקיון -,קניות,https://next.obudget.org/i/85c8927b48f1
26.13.01.16,פעולות באזור יהודה ושומרון,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,קניות,https://next.obudget.org/i/50aeb1ddccbe
26.13.01.17,תמיכות בעמותות לפי 3 א',המשרד להגנת הסביבה,הקרן לשמירת הניקיון -,העברות,https://next.obudget.org/i/56d4df017696
26.13.01.30,פרסום,המשרד להגנת הסביבה,הטמנה - הקרן לשמירת,קניות,https://next.obudget.org/i/bfe04001833d
26.13.02.10,פעולות מקצועיות על פי חוק השקיות,המשרד להגנת הסביבה,חשבון כללי - הקרן,קניות,https://next.obudget.org/i/1d0618be7902
26.13.02.11,תמיכות על פי חוק השקיות,המשרד להגנת הסביבה,חשבון כללי - הקרן,העברות,https://next.obudget.org/i/727db03c7076
26.13.04.02,עבודה בלתי צמיתה,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",שכר,https://next.obudget.org/i/e77a0f3ac6e9
26.13.04.03,שעות נוספות,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",שכר,https://next.obudget.org/i/6961957a6a06
26.13.04.04,שכר עידוד זיהום ים,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",שכר,https://next.obudget.org/i/605c3662b1dd
26.13.04.05,החזר הוצאות רכב,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",שכר,https://next.obudget.org/i/a1eb6d5274e9
26.13.04.06,הוצאות פרישה - ים,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",שכר,https://next.obudget.org/i/03d9190d8a37
26.13.04.08,פעולות מקצועיות,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",קניות,https://next.obudget.org/i/38e7eeb1c656
26.13.04.09,תפעול,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",קניות,https://next.obudget.org/i/8c62efde0b0b
26.13.04.11,תמיכות,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",העברות,https://next.obudget.org/i/12290efc4f92
26.13.04.12,שכר דירה לגורמי חוץ,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",קניות,https://next.obudget.org/i/d4d7e4b6c744
26.13.04.17,קרן לשיקום מחצבות ים המלח,המשרד להגנת הסביבה,"קרן למניעת זיהום ים,",קניות,https://next.obudget.org/i/c2f61c461918
26.14.01.02,תמיכות,המשרד להגנת הסביבה,פרוייקטים סביבתיים,העברות,https://next.obudget.org/i/d9b59a890a6e
26.14.01.03,רכש,המשרד להגנת הסביבה,פרוייקטים סביבתיים,קניות,https://next.obudget.org/i/eaf6001de5a6
26.98.02.02,רזרבה לטיפול במפגעים ולמדיניות סביבתית,המשרד להגנת הסביבה,רזרבה לפעולות,קניות,https://next.obudget.org/i/4c416a2f541e
26.98.02.03,השתתפות בנציבות המים - מסע הסברה לחיסכון במים,משרד איכות הסביבה,רזרבה לפעולות,העברות  פנים תקציביות,https://next.obudget.org/i/a0522982e88f
26.98.02.05,רזרבה לפעולות סביבתיות,משרד איכות הסביבה,רזרבה לפעולות,קניות,https://next.obudget.org/i/95a1f2af21b4
26.98.02.07,רזרבה להשקעות במתקן מרכזי לאיסוף פסולת חקלאית - החלטת ממשלה 1464 מיום 5.2.2004,המשרד להגנת הסביבה,רזרבה לפעולות,קניות,https://next.obudget.org/i/ae0f978ce944
33.06.02.78,חקלאות מתחדשת תמיכות רב שנתיות,משרד החקלאות,תמיכות ומחקרים בחקלאות,העברות,https://next.obudget.org/i/7b80860ab2dc
34.06.03.24,"מחקרים ע""ח קרנות מחקר",משרד האנרגיה והמים,שירותים מרכזיים,קניות,https://next.obudget.org/i/a73a54a04c79
34.06.03.30,"מחקר להטמנת פד""ח",משרד האנרגיה והמים,שירותים מרכזיים,קניות,https://next.obudget.org/i/82a3e7c19161
34.07.01.01,רשות הטבע והגנים,משרד התשתיות הלאומיות,פעילות סיירת ירוקה,קניות,https://next.obudget.org/i/89d0ecc45638
34.11.01.01,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/229110399edd
34.11.01.02,מענקים להדגמת טכנולוגיות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/54ee64764692
34.11.01.04,מחקרים במימון בינלאומי,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/4b03ab005c5c
34.11.01.05,סקרים ומענקי מחקר,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/1430435c82e3
34.11.01.06,הקמת מתקני חלוץ,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/4f5821076088
34.11.01.07,תשלום חוב לסולמת,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/733915a2ed90
34.11.01.15,רכישת ציוד מחקר חיוני,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/60be0e21f9ab
34.11.01.20,חברות באירגונים בינלאומיים בנושאי מחקר ופיתוח,משרד האנרגיה והמים,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/1c9515971a43
34.11.01.21,"סקרים, מחקר ויעוץ בשימור אנרגיה",משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,העברות,https://next.obudget.org/i/371a51d22761
34.11.01.22,מחקרים באנרגיות מתחדשות,משרד התשתיות הלאומיות,פיתוח אנרגיות חלופיות,קניות,https://next.obudget.org/i/6d92ffa7f04a
34.12.01.01,מענקים לחסכון באנרגיה,משרד התשתיות הלאומיות,עידוד חסכון באנרגיה,העברות,https://next.obudget.org/i/17bfd2596627
34.12.02.01,יחידה לשימור אנרגיה במרכז הבניה,משרד התשתיות הלאומיות,רפרנטורה טכנית,קניות,https://next.obudget.org/i/0cc3b114aad7
34.12.03.01,סקרים ומחקרים בנושא יעילות השימוש באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/5d34ce594cd7
34.12.03.02,מענקים להדגמת טכנולוגיות להתיעלות באנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/14e5791756f9
34.12.03.04,קידום פעילות סוכני שימור אנרגיה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/338220c6847f
34.12.03.05,קידום פרויקטים זעירים להתייעלות אנרגטית,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,העברות,https://next.obudget.org/i/f524392caf5d
34.12.03.06,מידע ומחשוב,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/65ad5fc55cf0
34.12.03.07,פעולות אכיפה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/013f5a10acce
34.12.03.08,פעולות הדרכה והסברה,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/bb75bbd2d20b
34.12.03.09,"ייעוץ וחוו""ד מומחים",משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/35f6cbb4aab9
34.12.03.21,יעול השימוש באנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/91b84b436a8a
34.12.03.22,פעולות כלליות בשימור אנרגיה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/b45cab05d466
34.12.03.23,הוצאות מכרז אשראי,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/db963d7be8f5
34.12.03.24,"תקינה, אכיפה וסקרי אנרגיה",משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/1626a3192e2f
34.12.03.25,התקשרות עם גורמי חוץ,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/e048e9fbd5a4
34.12.03.26,התייעלות במגזר הביתי,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/8a6402f14bd8
34.12.03.27,פעולות לחינוך והסברה,משרד האנרגיה והמים,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/570d64f8fd09
34.12.03.30,ייעוץ תכנוני,משרד התשתיות הלאומיות,יעילות השימוש באנרגיה,קניות,https://next.obudget.org/i/e767aebd3548
34.13.01.22,קמפיין התייעלות אנרגטית,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,https://next.obudget.org/i/ef465822218e
34.13.01.23,כנס אנרגיות מתחדשות,משרד התשתיות הלאומיות,יצירת מידע והפצתו,קניות,https://next.obudget.org/i/05be5f5beaa5
34.17.04.03,בדיקות מקדימות,משרד התשתיות הלאומיות,פרויקט הגנות ים המלח,קניות,https://next.obudget.org/i/d8fe04b15793
34.30.03.01,פעולות התייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/3679a64d9444
34.30.03.02,"שימור אנרגיה - תקינה, אכיפה וסקרים",משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/81322784e047
34.30.03.03,התייעלות אנרגטית – הרשאה,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/d46c1c1da51f
34.30.03.04,שימור אנרגיה - חינוך והסברה,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/e98a1eab5739
34.30.03.05,פעולות המדען הראשי,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/9c2dae3bee97
34.30.03.06,המדען הראשי – הרשאה,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/57d66de72740
34.30.03.24,עמדות טעינה לרכבים חשמליים,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/c60bce61ded1
34.30.03.27,ערבויות להתעיילות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/dca0202ffa01
34.30.03.31,ערבויות להתייעלות אנרגטית,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/52e9d6cb2ad3
34.30.03.37,העברות התייעלות אנרגטית ואנרגיה נקיה - פרויקטים במשרדי ממשלה,משרד האנרגיה,יחידות מקצועיות,קניות,https://next.obudget.org/i/c6b5d5d49a75
34.30.03.44,תמיכה ברשויות מקומיות – אנרגיה מקיימת,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/4ca0b59519b4
34.30.03.46,תמיכה ברשויות מקומיות – אנרגיה מקיימת (החלטת ממשלה 550),משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/9f5e4158db87
34.30.03.51,פרויקטי פסולת - מדען ראשי,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/51be6c03d15f
34.30.03.52,פרויקטים בתחום המימן,משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/df535c74f408
34.30.03.54,תמיכה באנרגיה מתחדשת (הקרן לאזרחי ישראל),משרד האנרגיה,יחידות מקצועיות,העברות,https://next.obudget.org/i/10297b8e5e5f
38.02.02.11,עידוד השקעות בתחליפי נפט לתחבורה,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/0d849be98179
38.02.02.13,חממה לאנרגיות מתחדשות באח 3954,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/9807b693561c
38.02.02.17,תחליפי נפט לתחבורה - קרן לאומית,תמיכות בענפי המשק,"מענקים לשלבי מו""פ",העברות,https://next.obudget.org/i/4836d86ad34d
38.02.04.19,וונוס,תמיכות בענפי המשק,"מו""פ בין לאומי",העברות,https://next.obudget.org/i/c6daa05db94f
38.04.04.33,סקר התכנות לשימוש בפסולת לסלילת כבישים בישראל,תמיכות בענפי המשק,"תמיכות בשיווק לחו""ל",קניות,https://next.obudget.org/i/182a6c472e98
38.10.02.09,מכון לאנרגיה מתחדשת,תמיכות בענפי המשק,תכנית הדרום,העברות,https://next.obudget.org/i/96d9f0dc2ccc
