code,title,office,program,economic_class_primary,counts_in_total,item_url
04.09.06.01,"פיקוח על הכשרות בחו""ל",משרד ראש הממשלה,פעולות למען הכשרות,קניות,yes,https://next.obudget.org/i/2ddd648d027c
04.09.06.02,אכיפת נושא הכשרות,משרד ראש הממשלה,פעולות למען הכשרות,קניות,yes,https://next.obudget.org/i/31b6d7f0e379
04.09.06.03,מערך אכיפה במגזר החקלאי,משרד ראש הממשלה,פעולות למען הכשרות,קניות,yes,https://next.obudget.org/i/d0b7b55b5d1a
04.09.06.04,הכנסות מבחינות - משגיחי כשרות,משרד ראש הממשלה,פעולות למען הכשרות,הכנסות מיועדות,no,https://next.obudget.org/i/ba4bc3b8f88e
04.09.07.01,ועדת בוחנים,משרד ראש הממשלה,פעולות הרבנות הראשית,קניות,yes,https://next.obudget.org/i/9244dd2dc32c
04.09.07.02,הכנסות מבחינות ואגרות,משרד ראש הממשלה,פעולות הרבנות הראשית,הכנסות מיועדות,no,https://next.obudget.org/i/e2136aa48c97
04.09.07.03,רכישת צורכי נישואין,משרד ראש הממשלה,פעולות הרבנות הראשית,קניות,yes,https://next.obudget.org/i/3a2b62a255cd
04.09.07.04,הכנסות ממכירת צורכי נישואין,משרד ראש הממשלה,פעולות הרבנות הראשית,הכנסות מיועדות,no,https://next.obudget.org/i/1fcb51080400
04.09.07.05,ברית מילה לעולים חדשים,משרד ראש הממשלה,פעולות הרבנות הראשית,העברות,yes,https://next.obudget.org/i/84765ea31a26
04.09.07.06,עידוד השתלת איברים,משרד ראש הממשלה,פעולות הרבנות הראשית,קניות,yes,https://next.obudget.org/i/33c71944cf99
04.09.07.07,השתתפות ברית מילה בשבס,משרד ראש הממשלה,פעולות הרבנות הראשית,העברות  פנים תקציביות,no,https://next.obudget.org/i/a5db4d9511c3
04.15.01.01,שיא כח אדם,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/37712a58ac74
04.15.01.02,"שליחים בחו""ל",משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/d4fc91aec0d6
04.15.01.03,"עובדים מקומיים ישראליים בחו""ל",משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/6d0741845b8d
04.15.01.04,רזרבה להתייקרויות שכר בארץ,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/b760a4680e0f
04.15.01.05,"רזרבה להתייקרויות שכר בחו""ל",משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/ceeafce53704
04.15.01.06,העסקת סטודנטים,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/17e387e52d4d
04.15.01.07,תקני רכב שירות,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/c31ef72f9df3
04.15.01.08,עבודה בלתי צמיתה,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/346f16609f6b
04.15.01.09,שעות נוספות,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/b1893064ad2a
04.15.01.10,קורס שליחים,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/a30766558aa6
04.15.01.11,עלויות פרישה,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/8bd15dda810e
04.15.01.12,רזרבה להוצאות ביטחון 2006,משרד  ראש הממשלה,שכר עובדי נתיב,רזרבות,no,https://next.obudget.org/i/4088469ebabf
04.15.01.13,השתלמויות,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/342c1b029a61
04.15.01.18,קורס שליחים,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/1d6e2e6279f8
04.15.01.19,כוננויות,משרד ראש הממשלה,שכר עובדי נתיב,שכר,yes,https://next.obudget.org/i/604230c17780
04.15.04.01,"הפעלת בתי ספר בחב""מ",משרד ראש הממשלה,"הפעלת בתי ספר בחב""מ",קניות,yes,https://next.obudget.org/i/7f8f2176ca1f
04.15.04.02,"הפעלת בתי ספר חדשים בחב""מ",משרד ראש הממשלה,"הפעלת בתי ספר בחב""מ",קניות,yes,https://next.obudget.org/i/6ac3542abefd
04.15.04.03,השתתפות משרד החינוך,משרד ראש הממשלה,"הפעלת בתי ספר בחב""מ",העברות  פנים תקציביות,no,https://next.obudget.org/i/17214e91eeb3
04.15.04.04,בתי ספר כללי,משרד ראש הממשלה,"הפעלת בתי ספר בחב""מ",קניות,yes,https://next.obudget.org/i/5f8de91d2149
04.15.04.06,"רזרבה להתייקרויות מט""ח",משרד ראש הממשלה,"הפעלת בתי ספר בחב""מ",שכר,yes,https://next.obudget.org/i/127757639211
04.15.07.01,הפעלת שירותי דת,משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/db7d4e1eb294
04.15.07.02,השתתפות משרד הדתות,משרד ראש הממשלה,שירותי דת,העברות  פנים תקציביות,no,https://next.obudget.org/i/a9a142e4372f
04.15.07.03,"רזרבה להתייקרויות מט""ח",משרד ראש הממשלה,שירותי דת,שכר,yes,https://next.obudget.org/i/c15244a0c370
04.15.07.04,פרוייקט זהות,משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/85566a19888d
04.15.07.05,השתתפות משרד ראש הממשלה,משרד ראש הממשלה,שירותי דת,העברות  פנים תקציביות,no,https://next.obudget.org/i/f2d454659cfe
04.51.03.01,שיא כח אדם,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/3935c78791e8
04.51.03.02,עבודה בלתי צמיתה,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/bf4ac6ee53d6
04.51.03.03,שעות נוספות,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/f0234bcec8f7
04.51.03.04,החזר הוצאות רכב,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/a4d9cfaf43be
04.51.03.05,שעות העסקה - דייני גיור,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/63c909c8b1a6
04.51.03.06,העסקת סטודנטים,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/310e30c6b12f
04.51.03.07,עבודה בלתי צמיתה,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/8d22f1d618a5
04.51.03.08,הוצאות פרישה,משרד ראש הממשלה,מערך הגיור,שכר,yes,https://next.obudget.org/i/68c171d73cd0
04.51.03.10,הוצאות תפעול,משרד ראש הממשלה,מערך הגיור,קניות,yes,https://next.obudget.org/i/a513a3fb1db4
04.51.03.11,הוצאות מחשוב,משרד ראש הממשלה,מערך הגיור,קניות,yes,https://next.obudget.org/i/8d54b041cb99
04.51.03.12,פעולות,משרד ראש הממשלה,מערך הגיור,קניות,yes,https://next.obudget.org/i/dedbba08f48f
04.51.03.13,השתתפות במנהל הדיור הממשלתי,משרד ראש הממשלה,מערך הגיור,העברות  פנים תקציביות,no,https://next.obudget.org/i/e27607ad3728
04.51.03.14,השתתפות במנהל הרכב הממשלתי,משרד ראש הממשלה,מערך הגיור,העברות  פנים תקציביות,no,https://next.obudget.org/i/d92a5c72191f
04.51.03.15,השתתפות במשרדי הממשלה,משרד ראש הממשלה,מערך הגיור,העברות  פנים תקציביות,no,https://next.obudget.org/i/9feec0f959fa
04.51.03.16,תמיכות-גיור,משרד ראש הממשלה,מערך הגיור,העברות,yes,https://next.obudget.org/i/f9f6a83948da
04.51.03.17,ברית מילה לעולים חדשים,משרד ראש הממשלה,מערך הגיור,העברות,yes,https://next.obudget.org/i/c855732afe33
04.51.04.01,תמיכות בארגוני הנצחה,משרד ראש הממשלה,תמיכות בארגוני הנצחה,העברות,yes,https://next.obudget.org/i/3a615e4bc0d3
04.51.04.05,מועצת הרצל,משרד ראש הממשלה,תמיכות בארגוני הנצחה,קניות,yes,https://next.obudget.org/i/71ccf72d7d45
04.51.04.06,מועצת ז'בוטינסקי,משרד ראש הממשלה,תמיכות בארגוני הנצחה,קניות,yes,https://next.obudget.org/i/d0c6aa00505c
04.51.04.10,מרכזי הנצחה בנימין זאב הרצל וזאב ז'בוטינסקי,משרד ראש הממשלה,תמיכות בארגוני הנצחה,קניות,yes,https://next.obudget.org/i/419dfab27e87
04.51.10.03,תחזוקת מנהרות הכותל,משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/e11a30a3769a
04.51.10.04,רזרבה לתחזוקת הכותל,משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/839d7fad1d7b
04.51.10.05,פיתוח מנהרות הכותל,משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/d2ddea3f5f90
04.51.10.10,העצמת תשתיות מורשת לאומית,משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/33a0d595606f
04.51.10.11,העצמת תשתיות מורשת לאומית - הרשאה להתחייב,משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/cd7d0f6dd09a
04.51.10.20,"פרויקט ""מסע"" - חינוך יהודי בתפוצות",משרד ראש הממשלה,פרויקטים והחלטות ממשלה,העברות,yes,https://next.obudget.org/i/917ad11f867e
04.51.10.21,"פרוייקט ""זכות מלידה"" - תגלית",משרד ראש הממשלה,פרויקטים והחלטות ממשלה,קניות,yes,https://next.obudget.org/i/15e96d90835b
04.52.03.01,עבודה בלתי צמיתה,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/16096a34c961
04.52.03.02,שעות נוספות,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/172ff4cfd8c9
04.52.03.03,החזר הוצאות רכב,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/c2bf68181e5b
04.52.03.04,שיא כוח אדם,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/7bec39fd6a2d
04.52.03.07,הוצאות פרישה,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/d63d240ae0c6
04.52.03.10,השתתפות במנהל הדיור הממשלתי,משרד ראש הממשלה,משרד התפוצות,העברות  פנים תקציביות,no,https://next.obudget.org/i/1a55a470f534
04.52.03.11,השתתפות במנהל הרכב הממשלתי,משרד ראש הממשלה,משרד התפוצות,העברות  פנים תקציביות,no,https://next.obudget.org/i/cf25e1b715ee
04.52.03.12,הוצאות תפעול,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/264b68c005ce
04.52.03.13,הוצאות מחשוב,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/8607a1ef3053
04.52.03.14,הוצאות תפעול ופעולות,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/5bf5129a709b
04.52.03.15,פעולות ופרוייקטים - ירושלים,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/171e1a34112c
04.52.03.16,העסקת סטודנטים,משרד ראש הממשלה,משרד התפוצות,שכר,yes,https://next.obudget.org/i/f857c1ebdfbe
04.52.03.17,רזרבה לתקציב התאמות  2019,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/fbf997f94811
04.52.03.18,השתתפות במשרדי ממשלה,משרד ראש הממשלה,משרד התפוצות,העברות  פנים תקציביות,no,https://next.obudget.org/i/8b9e2ada1b3a
04.52.03.19,היוזמה המשותפת לממשלת ישראל ולעם היהודי בתפוצות,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/7d3948d37ec4
04.52.03.20,קורונה - סיוע ליהדות התפוצות,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/8fb8099acb82
04.52.03.21,התחדשות יהודית בישראל,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/fb7ade195441
04.52.03.40,עתודה לפרויקטים,משרד ראש הממשלה,משרד התפוצות,קניות,yes,https://next.obudget.org/i/ed0f515e3ff2
04.52.03.41,השתתפות באבטחת שר,משרד ראש הממשלה,משרד התפוצות,העברות  פנים תקציביות,no,https://next.obudget.org/i/55251ba8f7cf
04.52.09.12,הרשות לזהות לאומית יהודית,משרד ראש הממשלה,לשכות שרים וסגני שרים,קניות,yes,https://next.obudget.org/i/01ef3d146424
04.52.11.01,שיא כח אדם,משרד ראש הממשלה,משרד ירושלים ומסורת,שכר,yes,https://next.obudget.org/i/eaa09255ed46
04.52.11.02,שעות נוספות,משרד ראש הממשלה,משרד ירושלים ומסורת,שכר,yes,https://next.obudget.org/i/5b3c09e77f33
04.52.11.03,החזר הוצאות רכב,משרד ראש הממשלה,משרד ירושלים ומסורת,שכר,yes,https://next.obudget.org/i/72ec65b94670
04.52.11.04,העסקת סטודנטים,משרד ראש הממשלה,משרד ירושלים ומסורת,שכר,yes,https://next.obudget.org/i/4669b60d47f7
04.52.11.05,השתתפות במנהל הדיור,משרד ראש הממשלה,משרד ירושלים ומסורת,העברות  פנים תקציביות,no,https://next.obudget.org/i/93ecaefc1743
04.52.11.06,השתתפות במנהל הרכב,משרד ראש הממשלה,משרד ירושלים ומסורת,העברות  פנים תקציביות,no,https://next.obudget.org/i/6e41bfd2432a
04.52.11.07,תפעול,משרד ראש הממשלה,משרד ירושלים ומסורת,קניות,yes,https://next.obudget.org/i/82e991982517
04.52.11.08,פעולות המשרד,משרד ראש הממשלה,משרד ירושלים ומסורת,קניות,yes,https://next.obudget.org/i/a8b1ef5d88ce
04.52.11.09,פעולות ארוכות טווח,משרד ראש הממשלה,משרד ירושלים ומסורת,קניות,yes,https://next.obudget.org/i/b3790d6b95f7
04.52.11.10,השתתפות במנהל הרכב הממשלתי,משרד ראש הממשלה,לשכת סגן שר,העברות  פנים תקציביות,no,https://next.obudget.org/i/c3d2ff0defe6
04.52.11.11,הילולה במירון,משרד ראש הממשלה,משרד ירושלים ומסורת,קניות,yes,https://next.obudget.org/i/b132e165e2d3
04.52.11.12,הוצאות תפעול,משרד ראש הממשלה,לשכת סגן שר,קניות,yes,https://next.obudget.org/i/cc26d4178f40
04.52.11.20,השתתפות- אבטחת שר,משרד ראש הממשלה,משרד ירושלים ומסורת,העברות  פנים תקציביות,no,https://next.obudget.org/i/5fbe412e203e
04.52.12.01,שיא כח אדם,משרד ראש הממשלה,משרד מורשת,שכר,yes,https://next.obudget.org/i/cc22aef3b0e9
04.52.12.02,עבודה בלתי צמיתה,משרד ראש הממשלה,משרד מורשת,שכר,yes,https://next.obudget.org/i/d35cb2292204
04.52.12.03,שעות נוספות,משרד ראש הממשלה,משרד מורשת,שכר,yes,https://next.obudget.org/i/9fa19d89a966
04.52.12.04,החזר הוצאות רכב,משרד ראש הממשלה,משרד מורשת,שכר,yes,https://next.obudget.org/i/b1ab5f348ac1
04.52.12.05,העסקת סטודנטים,משרד ראש הממשלה,משרד מורשת,שכר,yes,https://next.obudget.org/i/6714958ff23a
04.52.12.06,השתתפות במנהל הדיור,משרד ראש הממשלה,משרד מורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/f8c0a2e1cd37
04.52.12.07,השתתפות במנהל הרכב,משרד ראש הממשלה,משרד מורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/30e32a247c0b
04.52.12.10,השתתפות במנהל הדיור,משרד ראש הממשלה,משרד ירושלים ומורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/0b328bedfc73
04.52.12.11,השתתפות במנהל הרכב,משרד ראש הממשלה,משרד ירושלים ומורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/a93f2c2b1708
04.52.12.12,הוצאות תפעול ופעולות,משרד ראש הממשלה,משרד מורשת,קניות,yes,https://next.obudget.org/i/e66b47295a7e
04.52.12.13,רזרבה לתקציב התאמות  2019,משרד ראש הממשלה,משרד ירושלים ומורשת,קניות,yes,https://next.obudget.org/i/2e2939f00d56
04.52.12.14,תאגיד - גבעת התחמושת,משרד ראש הממשלה,משרד מורשת,קניות,yes,https://next.obudget.org/i/667a7e10c9c6
04.52.12.15,השתתפות בסעיף 04,משרד ראש הממשלה,משרד ירושלים ומורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/bfc8986a2d4d
04.52.12.16,השתתפות בפרויקטים ירושלים ומורשת,משרד ראש הממשלה,משרד ירושלים ומורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/b83dead22c32
04.52.12.17,פעולות המשרד,משרד ראש הממשלה,משרד מורשת,קניות,yes,https://next.obudget.org/i/b1a05ecb9468
04.52.12.18,פעולות ארוכות טווח,משרד ראש הממשלה,משרד מורשת,קניות,yes,https://next.obudget.org/i/4a961c604a26
04.52.12.20,השתתפות- אבטחת שר,משרד ראש הממשלה,משרד מורשת,העברות  פנים תקציביות,no,https://next.obudget.org/i/29f47872542f
04.52.12.21,רזרבה לאבטחה,משרד ראש הממשלה,משרד מורשת,קניות,yes,https://next.obudget.org/i/e64b0f1a0f79
04.52.12.30,שימור אתרי התיישבות,משרד ראש הממשלה,משרד מורשת,העברות,yes,https://next.obudget.org/i/006db1bdce84
04.52.12.31,מורשת עדות ישראל,משרד ראש הממשלה,משרד מורשת,העברות,yes,https://next.obudget.org/i/db4bf61752be
04.52.12.32,פיתוח שימור אתרים,משרד ראש הממשלה,משרד מורשת,העברות,yes,https://next.obudget.org/i/d9cd2f1fcb93
04.52.13.20,מנהלת לזהות יהודית,משרד ראש הממשלה,משרד ההתיישבות,העברות,yes,https://next.obudget.org/i/0a18873e0888
04.52.13.30,תרבות יהודית,משרד ראש הממשלה,משרד ההתיישבות,העברות,yes,https://next.obudget.org/i/4a0fbbfaf301
04.52.13.31,מרכזים להעמקת החינוך היהודי,משרד ראש הממשלה,משרד ההתיישבות,העברות,yes,https://next.obudget.org/i/93bfd1dfc15a
04.52.13.37,פרסי שר לתרבות יהודית,משרד ראש הממשלה,משרד ההתיישבות,העברות,yes,https://next.obudget.org/i/86eef975feef
04.54.01.01,שיא כח אדם,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/fa75be9eb3ea
04.54.01.02,עבודה בלתי צמיתה,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/f0c5205d2a5b
04.54.01.03,שעות נוספות,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/2bc248d8447a
04.54.01.04,כוננות,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/aae1f1298cce
04.54.01.05,הוצאות פרישה,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/3a2b0ad5af68
04.54.01.06,העסקת סטודנטים,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/579f7e5832d7
04.54.01.07,החזר הוצאות רכב,משרד ראש הממשלה,רבנות ראשית,שכר,yes,https://next.obudget.org/i/03adbd4d7b6c
04.54.01.08,רכישת שירותי כח אדם,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/0c553ddd6932
04.54.01.10,הוצאות תפעול,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/c973678ebefb
04.54.01.11,הוצאות מחשוב,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/66c0ec82020b
04.54.01.12,השתתפות במנהל הדיור הממשלתי,משרד ראש הממשלה,רבנות ראשית,העברות  פנים תקציביות,no,https://next.obudget.org/i/b48fcb9d5b1d
04.54.01.13,הדרכה ושכר לימוד,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/86065e09faa3
04.54.01.14,פעולות,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/04e91cca97e6
04.54.01.15,ברית מילה לעולים חדשים,משרד ראש הממשלה,רבנות ראשית,העברות,yes,https://next.obudget.org/i/17d62ccedde8
04.54.01.16,השתתפות במנהל הרכב הממשלתי,משרד ראש הממשלה,רבנות ראשית,העברות  פנים תקציביות,no,https://next.obudget.org/i/1f2028ec6ff2
04.54.01.17,השתתפות בתהילה,משרד ראש הממשלה,רבנות ראשית,העברות  פנים תקציביות,no,https://next.obudget.org/i/d3785cb1b386
04.54.01.18,הכנסות מגורמי חוץ,משרד ראש הממשלה,רבנות ראשית,הכנסות מיועדות,no,https://next.obudget.org/i/fb4ac2772497
04.54.01.19,השתתפות במנהל הרכב,משרד ראש הממשלה,רבנות ראשית,העברות  פנים תקציביות,no,https://next.obudget.org/i/e20172458e0b
04.54.01.20,הוצאות תפעול - בחינות,משרד ראש הממשלה,רבנות ראשית,קניות,yes,https://next.obudget.org/i/e08de5e4efe1
04.59.01.01,שיא כח אדם,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/a8e42ff80d69
04.59.01.02,עבודה בלתי צמיתה,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/1b841ed343a6
04.59.01.03,שעות נוספות,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/3fce1bdf808b
04.59.01.04,כוננות,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/b0794ac7f2b5
04.59.01.05,החזר הוצאות רכב,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/25f9f1ec518d
04.59.01.06,העסקת סטודנטים,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/d5cbb5238bd1
04.59.01.07,הוצאות פרישה,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/20ef77637c67
04.59.01.08,"שיא כ""א שליחים בחו""ל",משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/11cbac4b8f38
04.59.01.09,עובדים מקומיים ישראליים,משרד ראש הממשלה,נתיב,שכר,yes,https://next.obudget.org/i/d176c82eefa9
04.59.01.10,רכישת שירותי כח אדם,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/fdb2d1c558aa
04.59.01.11,הדרכה ושכר לימוד,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/4a489f4ac55c
04.59.01.12,הוצאות תפעול,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/e12fd451de7f
04.59.01.13,הוצאות פרסום,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/89f45aba2666
04.59.01.14,"פעולות בחו""ל",משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/f1cab0ef8396
04.59.01.15,"תפעול בחו""ל",משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/355ca5737b7e
04.59.01.16,הוצאות מחשוב,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/fc2ce4885a25
04.59.01.17,השתתפות במנהל הדיור הממשלתי,משרד ראש הממשלה,נתיב,העברות  פנים תקציביות,no,https://next.obudget.org/i/3e60fa5270c8
04.59.01.18,השתתפות במנהל הרכב הממשלתי,משרד ראש הממשלה,נתיב,העברות  פנים תקציביות,no,https://next.obudget.org/i/043da4a1c369
04.59.01.19,השתתפות במשרדי הממשלה,משרד ראש הממשלה,נתיב,העברות  פנים תקציביות,no,https://next.obudget.org/i/d4badef14819
04.59.01.20,הכנסות מגורמי חוץ,משרד ראש הממשלה,נתיב,הכנסות  מיועדות,no,https://next.obudget.org/i/00944e9cdb8c
04.59.01.21,השתתפות ממשרדי ממשלה,משרד ראש הממשלה,נתיב,העברות  פנים תקציביות,no,https://next.obudget.org/i/18110321abd8
04.59.01.22,רזרבה לתקציב התאמות  2019,משרד ראש הממשלה,נתיב,קניות,yes,https://next.obudget.org/i/953721a6a38c
04.62.01.01,השתתפות בתקציב הרגיל,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/77d4727da17d
04.62.01.02,רזרבת שר,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/98c6c58111bb
04.62.01.03,שכר משרתים בקודש,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/4c429ebb9575
04.62.01.04,הדרכה במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/35abb98fb811
04.62.01.05,העסקת קייסים במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/c8d2ab59d85a
04.62.01.06,מיזמים במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/c1e4ef42051d
04.62.01.07,עירובין,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/072d08d9964d
04.62.01.08,תוכניות הבראה במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/91661c7649f3
04.62.01.09,הלוואות למועצות דתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/3a2b78317303
04.62.01.10,"תקצוב נורמטיבי בלניות, רבנים",משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/a7c72675c277
04.62.01.11,הכנסות ממועצות דתיות,משרד ראש הממשלה,מועצות דתיות,הכנסות מיועדות,no,https://next.obudget.org/i/a9e601040c38
04.62.01.12,רזרבה,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/4cddbfb262a1
04.62.01.13,אתרי מורשת,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/0978a2da0f0a
04.62.02.01,שירותי ייעוץ והפריה,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/8160db621e1b
04.62.02.02,השתתפות מתוכנית ההתנתקות,משרד ראש הממשלה,תמיכה בשירותי דת,העברות  פנים תקציביות,no,https://next.obudget.org/i/548112dc104c
04.62.02.03,העתקת בתי כנסת,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/7e3818988aca
04.62.02.04,הקצבות לרבנים תוכנית ההתנתקות,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/afcd5b4f93ed
04.62.02.05,תמיכה בגניזה,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/0e3c3b591086
04.62.02.06,פיקוח ובקרה,משרד ראש הממשלה,תמיכה בשירותי דת,קניות,yes,https://next.obudget.org/i/78c3b33d2a96
04.62.02.07,קשרים עם הגולה,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/9ccee189677b
04.62.02.08,קשרים דתיים ורוחניים עם התפוצות,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/94cf458120af
04.62.02.09,פעולות מכספי האפוטרופוס בהתאם להחלטות ועדה ציבורית,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/d49c9d1f0a5f
04.62.02.10,הכנסות מאפטרופוס כללי,משרד ראש הממשלה,תמיכה בשירותי דת,הכנסות מיועדות,no,https://next.obudget.org/i/46770022cf93
04.62.02.11,קליטת עלייה ובעיות בטחוניות,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/8eb969714d8d
04.62.02.12,המרכז למקומות קדושים,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/4d33d1bca926
04.62.02.13,זהות יהודית - פעולות,משרד ראש הממשלה,תמיכה בשירותי דת,העברות,yes,https://next.obudget.org/i/6be1177d8850
